nzgd_id
9
19
23
24
30
54
87
142
348
353
385
389
390
508
545
663
723
747
752
755
760
792
887
933
998
1015
1045
1075
1117
1244
1417
1418
1430
1971
2171
2648
3847
4399
4980
5398
5472
5473
5531
5545
5651
5656
6416
6551
8019
8089
8105
8159
8189
8288
8425
9250
9619
10055
13563
13579
16185
17030
18943
19633
19634
19635
19792
20763
22436
22699
27150
27180
27249
27265
27511
27523
27543
27547
27578
27641
27642
27686
32291
32388
33784
33910
33913
33914
34449
36399
36401
37186
37821
38496
38499
38500
38759
38760
38771
38772
38773
38774
38775
38777
38782
38783
38784
38785
40301
44121
44429
44693
45624
49066
49426
49580
49592
59166
59212
59380
75788
75789
75965
75968
75969
77665
94203
94326
94327
94328
94410
103137
103383
103387
103421
103422
104388
117116
117123
193652
229668
