coord,sounding,n_posts,pre_qc1N,slope,se,p,dt_max
"1573678.78,5183942.60",CPT-BUR-18,4,75.20402580554523,3.46059690199026,0.6614440392524508,0.034645507597909304,7.1616294349540075
"1573681.08,5183528.51",CPT-BUR-22,4,42.53909300725548,2.8225551392572936,0.7008248343364987,0.056477926573748616,24.868593955321945
"1574310.74,5183287.96",CPT-BUR-26,3,68.70676203955952,0.9067807735703666,3.6704860857311634,0.8458126131517159,6.3731931668856765
"1579212.13,5178865.59",CPT-SSH-09,5,96.65905177988505,0.9989891203414368,0.6255578073505718,0.20855708121241,23.160315374507228
