OR_true,m0,m05,m10,m20,m30
1.5,1.4877227186807955,1.41029116174444,1.3075481571726397,1.1750589089106698,1.1046799602107122
2.0,2.044834740522432,1.7993904892086146,1.571631888336533,1.4218867845578345,1.1664630744255504
3.0,2.9547480250954585,2.4916477548163942,2.084445243318986,1.5510676630778204,1.3500319995774053
