oid,year,E,N,qc1Ncs,mS,mF,pgaS,pgaF,LSN_S,LSN_F,eband
CPT-BDL-03,2010,1565528.17,5185394.21,86.29004272049373,0,0,27.96,23.9,9.319208398876013,6.498987936991984,W
CPT-BDL-06,2010,1566175.45,5185589.59,70.13068563245032,0,1,27.03,24.3,14.59084409463119,10.502704717882008,W
CPT-BDL-10,2010,1566523.89,5185872.65,67.76470749853219,0,1,27.03,24.3,12.839069824890114,10.338572241411963,W
CPT-BDL-11,2010,1566700.95,5185625.14,67.21142272569433,0,1,27.03,24.7,15.670790481847693,13.418622272941818,W
CPT-BEX-01,2010,1577410.02,5181510.18,84.76822698688109,0,1,21.67,93.43,10.770338872101703,26.68182664358933,E
CPT-BEX-04,2010,1577310.33,5181645.84,108.45770020547045,0,1,21.67,93.43,5.688626637474522,23.841721862388205,E
CPT-BEX-06,2010,1577726.1,5181964.88,117.04139669569786,0,1,21.67,95.51,8.080723736175965,21.013173542012105,E
CPT-BEX-07,2010,1577245.9,5181935.02,97.7357674877291,0,1,21.67,93.43,8.806284972756876,22.44203049337397,E
CPT-BEX-08,2010,1577507.77,5182007.92,90.5199232156971,0,1,21.67,95.51,8.992654539881817,24.05734879351517,E
CPT-BEX-09,2010,1577800.3,5182116.62,86.06605615871447,0,1,21.24,95.51,8.463102496231034,21.731932670230243,E
CPT-BEX-10,2010,1577174.14,5182171.0,131.19652074955587,0,1,21.67,93.43,6.107155325982862,18.30093628898129,E
CPT-BEX-11,2010,1577437.97,5182240.04,91.22685362449567,0,1,21.67,85.08,11.458756836011876,27.052299269593544,E
CPT-BEX-12,2010,1577619.95,5182310.84,82.42207900306391,0,1,21.67,85.08,12.94200570557449,24.681783324960207,E
CPT-BEX-13,2010,1577144.42,5182450.7,81.68373789994689,0,1,21.67,81.63,10.167912289335227,23.796299699940985,E
CPT-BEX-14,2010,1577320.06,5182472.14,91.43824069877088,0,1,21.67,81.63,10.519752609600824,25.858020932251943,E
CPT-BEX-16,2010,1577054.55,5182638.96,78.74347942065647,0,1,21.67,81.63,19.12735537249824,26.51057800166714,E
CPT-BEX-17,2010,1577270.18,5182708.33,88.1046932932233,0,1,21.67,81.63,11.64095681066156,23.9427706373243,E
CPT-BEX-18,2010,1577822.55,5182279.42,105.13345865930472,0,1,21.24,85.08,4.491012785693428,15.289666600153634,E
CPT-BEX-19,2010,1576916.86,5182826.2,92.35172980841214,0,1,21.67,81.63,9.145489553555588,19.599393037629422,E
CPT-BEX-26,2010,1577857.45,5182162.61,91.5654474205112,0,1,21.24,95.51,6.419710222268078,16.282192330858784,E
CPT-BEX-27,2010,1577822.5,5182072.37,107.49157601973155,0,1,21.24,95.51,4.546997128117693,14.983872475429934,E
CPT-BEX-29,2010,1577464.06,5181341.02,85.46638856248555,0,0,21.67,95.51,5.245510753381621,12.526030969965548,E
CPT-BEX-33,2010,1577822.55,5182279.42,85.23658661701631,0,1,21.24,85.08,6.057208361333616,15.792654112541085,E
CPT-BEX-35,2010,1577576.56,5181864.31,103.9653669919223,0,1,21.67,95.51,5.515602646205115,20.3476673395084,E
CPT-BFT-08,2010,1569270.64,5188256.36,72.1737084337226,1,1,25.68,23.68,8.021208301551294,6.771396919029079,W
CPT-BFT-10,2010,1569440.7,5188175.85,78.58137583174359,1,1,25.58,24.93,10.713969599230612,8.536491000137264,W
CPT-BKM-09,2011,1570969.0,5176619.99,61.87806356173128,0,1,22.4,92.11,10.181000948978935,14.219897682896615,W
CPT-BKM-11,2011,1571360.71,5176820.63,81.6292045749261,0,1,21.94,81.79,5.6403447469713095,11.88595637270978,CW
CPT-BKM-14,2011,1570710.76,5176364.56,226.28000662885603,0,0,22.4,82.87,0.0,0.0,W
CPT-BKM-15,2011,1570897.06,5176447.72,84.19698946282199,0,1,22.4,92.11,4.147098621007518,7.989129001198797,W
CPT-BKM-19,2011,1571063.09,5175775.22,89.27674066477138,0,0,22.4,92.11,5.938024215112218,14.654799098067588,W
CPT-BKM-20,2011,1571167.13,5176380.16,87.54890234727829,0,0,21.94,92.11,2.455258204725284,6.522884905454639,W
CPT-BKM-21,2011,1571027.34,5176115.45,79.4998007378762,0,1,22.4,92.11,1.654282720548249,3.715440306618026,W
CPT-BKM-25,2011,1571438.17,5176374.96,70.66152164681472,0,1,21.94,101.4,5.6015259140035525,10.476972564400418,CW
CPT-BKM-31,2011,1571333.15,5176372.66,81.20099944735826,0,1,21.94,92.11,4.024611780855111,8.539170400226375,CW
CPT-BRK-01,2010,1575350.37,5192876.88,101.40781647074762,0,0,23.53,28.69,8.94571097052488,9.57142168145572,E
CPT-BRK-02,2010,1575191.43,5192903.26,115.91605552061748,1,1,23.53,28.69,11.747915199532551,12.688325433263566,E
CPT-BRK-03,2010,1575125.8,5193273.48,116.66745618348448,1,1,23.53,28.69,12.41121823594545,12.342000008011231,E
CPT-BRK-04,2010,1575185.99,5193750.48,134.4420471047792,1,1,23.53,26.83,7.924500211491651,8.705776511726736,E
CPT-BRK-05,2010,1575248.2,5194107.85,90.05120001360369,1,1,23.66,26.83,7.940961750661813,8.71650485269883,E
CPT-BRK-07,2010,1575323.04,5194519.04,103.43667086613512,1,1,23.66,25.4,9.178685968011363,8.701676811030271,E
CPT-BRK-09,2010,1575891.68,5194516.49,92.50759855776428,1,1,23.66,26.03,5.374397003017571,5.204297059417925,E
CPT-BRK-12,2010,1575351.02,5194775.19,93.81390319240072,1,1,23.66,25.4,9.9202100927329,9.675584498693764,E
CPT-BRK-15,2010,1575596.31,5194959.4,92.03957904198752,1,1,23.66,26.03,9.541216074381133,9.795384051202907,E
CPT-BRK-18,2010,1575147.05,5193927.82,110.91498942406974,1,1,23.66,26.83,11.29484235378222,11.355440603210145,E
CPT-BRY-01,2011,1575099.77,5180935.51,98.6879217827433,0,1,21.91,93.95,4.256368068371374,14.535381245197954,E
CPT-BRY-03,2011,1574650.64,5180807.19,125.02286995646172,0,1,22.14,97.21,2.6818931773459784,9.730615126730235,CE
CPT-BRY-05,2011,1574415.6,5180393.63,134.0788542408635,0,1,22.14,97.21,2.8844074926206407,11.434839724268029,CE
CPT-BRY-08,2011,1575352.16,5179983.17,98.97958297358907,0,1,22.09,104.3,6.6893423207022575,19.59810492549361,E
CPT-BRY-10,2011,1574862.21,5179357.01,136.26719590550607,0,1,22.14,106.4,1.9966990669175853,11.572326362496405,CE
CPT-BRY-11,2011,1574761.12,5179288.4,135.95118927835674,0,0,22.14,106.4,1.440625510326902,6.679955071701214,CE
CPT-BRY-12,2011,1575270.06,5179058.91,118.89331124874566,0,1,22.09,106.4,6.336631163925182,19.87707074799955,E
CPT-BRY-13,2011,1574789.11,5178963.12,146.30209239303525,0,0,22.61,106.4,1.320966330135832,8.129224206657724,CE
CPT-BRY-15,2011,1574497.12,5179565.39,109.007565374319,0,1,22.14,99.62,11.545196198373915,20.918683831258363,CE
CPT-BRY-16,2011,1574370.84,5179548.14,128.22926559526113,0,0,22.14,99.62,4.212208586541231,14.489895948543516,CE
CPT-BRY-18,2011,1574275.08,5179602.78,97.48152027035349,0,1,22.14,99.62,5.65922867035506,17.4926798184919,CE
CPT-BRY-20,2011,1574823.12,5179753.75,133.75706384877478,0,1,22.14,104.3,3.307996768017581,13.337404585694212,CE
CPT-BRY-21,2011,1575010.18,5180125.91,102.72597490879852,0,1,22.14,104.3,3.8017568761266567,13.392564631768517,CE
CPT-BRY-22,2011,1574270.4,5180022.22,139.525154680196,0,1,22.14,99.62,1.858911494612817,6.621067438439342,CE
CPT-BUR-03,2010,1574122.15,5183152.5,79.9931686389979,0,1,22.59,64.24,9.954966639193232,19.812132782290504,CE
CPT-BUR-05,2010,1573932.91,5183259.54,76.53227538749113,0,1,22.59,59.55,11.571045526781234,21.700015699783343,CE
CPT-BUR-06,2010,1574224.55,5183261.04,84.74244094676874,0,1,22.59,64.24,12.871576059087412,26.236861004670537,CE
CPT-BUR-07,2010,1574132.76,5183360.69,78.88452204982488,0,1,22.59,64.24,13.944383794683418,22.691343616366023,CE
CPT-BUR-08,2010,1573690.75,5183434.84,87.84943741381295,0,1,22.46,59.55,7.503270109016012,16.283384926422677,CE
CPT-BUR-101,2011,1574466.75,5185374.58,111.43899886920448,0,1,23.06,51.57,4.701164050113124,11.556384953983656,CE
CPT-BUR-102,2011,1574300.33,5184806.63,108.31843229249624,0,1,23.06,56.84,4.568166689039344,11.679670675237716,CE
CPT-BUR-104,2011,1574096.77,5185337.38,120.41795605105182,0,1,23.06,51.57,5.27123132183688,10.26815781361436,CE
CPT-BUR-105,2011,1574385.43,5184517.99,137.01783617333413,0,1,22.59,56.84,2.425936343870457,6.580204964969854,CE
CPT-BUR-11,2010,1573555.27,5183600.37,79.68360908363604,0,1,22.46,59.55,8.820940745696511,16.979136043979132,CE
CPT-BUR-12,2010,1573673.65,5183591.8,85.36846942837043,0,1,22.46,59.55,7.568924633367525,15.944291961682312,CE
CPT-BUR-18,2010,1573678.78,5183942.6,80.09087917953558,0,1,22.46,59.55,8.384135785368887,16.76502220482737,CE
CPT-BUR-19,2010,1574060.59,5183581.85,71.33169903121973,0,1,22.59,59.55,17.25238862445311,23.494118537734145,CE
CPT-BUR-26,2010,1574310.74,5183287.96,85.6481167638069,0,1,22.59,64.24,7.638050847757988,15.212675299923353,CE
CPT-BUR-27,2010,1574145.84,5183562.21,97.97426041445748,0,1,22.59,64.24,6.027386260104804,14.40111842443996,CE
CPT-BUR-28,2010,1574315.15,5183567.8,120.80734672576494,0,1,22.59,64.24,1.670482379848916,6.037849791739368,CE
CPT-BUR-29,2010,1573958.28,5183679.0,78.31302001806935,0,1,22.59,59.55,11.580798951775009,20.30436499646592,CE
CPT-BUR-30,2010,1573882.58,5183868.76,76.16431881862754,0,1,22.59,59.55,9.963804525474863,16.876417215184997,CE
CPT-BUR-31,2010,1573624.09,5183944.45,85.16425978366941,0,1,22.46,59.55,6.951036047236677,14.61496551193879,CE
CPT-BUR-33,2010,1573137.87,5183009.62,159.13682482909837,0,1,22.46,60.67,0.1808032880501015,0.7586892907236498,CW
CPT-BUR-34,2010,1574226.9,5184924.32,108.13282755612371,0,1,23.06,56.84,5.785469046584838,12.940558120168523,CE
CPT-BUR-35,2010,1574243.27,5184806.06,85.11360915404923,0,1,23.06,56.84,6.46663612195733,14.472806681868228,CE
CPT-BUR-36,2010,1574226.56,5184738.83,79.35438092332885,0,1,23.06,56.84,11.068790310072732,17.3653028035058,CE
CPT-BUR-37,2010,1574338.24,5184738.32,101.99207983486788,0,1,23.06,56.84,4.021149538116214,9.703702830108792,CE
CPT-BUR-38,2010,1575145.74,5183586.44,87.37519754649998,0,1,22.03,65.96,7.443370194919281,17.74479913918757,E
CPT-BUR-39,2010,1575071.83,5183451.4,81.49798513115817,0,1,22.59,65.96,9.41087050672066,18.06090292573157,E
CPT-BUR-41,2010,1575445.25,5183463.94,82.50634174348946,0,1,22.03,69.93,11.93389392476466,19.473382816110583,E
CPT-BUR-42,2010,1575330.49,5183843.5,83.33127314392144,0,1,22.03,65.96,7.179781294627305,16.05389755974067,E
CPT-BUR-43,2010,1575300.65,5184245.65,84.94719209631097,0,1,22.03,60.16,7.705303907053999,17.79341860128985,E
CPT-BUR-44,2010,1575535.09,5184224.26,86.90272436353246,0,1,22.03,62.11,10.66255440567754,23.720415145209824,E
CPT-BUR-46,2010,1575767.47,5183825.18,91.60031689675628,0,1,22.03,69.93,8.327117602541005,20.095465131809195,E
CPT-BUR-47,2010,1574789.98,5184744.13,98.4746685535529,0,1,23.06,60.16,4.516822052497208,11.534330169734924,CE
CPT-BUR-48,2010,1574874.0,5184738.09,96.6639018336762,0,1,23.06,60.16,6.208052829792123,16.74696719036079,CE
CPT-BUR-49,2010,1574897.92,5184856.13,88.58827932907775,0,1,23.06,60.16,14.59849643878696,22.30990013739632,CE
CPT-BUR-51,2010,1573613.76,5183291.47,77.87877424130274,0,1,22.46,59.55,9.932065586036774,17.178127938736747,CE
CPT-BUR-52,2010,1573541.65,5183881.12,85.69584284645606,0,1,22.46,59.55,7.928610363929184,18.46525333185138,CE
CPT-BUR-53,2010,1573624.08,5183944.45,78.20018132196046,0,1,22.46,59.55,8.257894283177897,17.024158200542644,CE
CPT-BUR-54,2010,1573887.01,5184020.57,78.68058428906338,0,0,22.59,59.55,10.640225617319729,17.622237218841736,CE
CPT-BUR-57,2010,1575105.79,5183415.3,78.77146680473766,0,1,22.03,65.96,13.636417996765648,21.81614050504015,E
CPT-BUR-58,2010,1575167.14,5183400.15,80.28369993050673,0,1,22.03,65.96,14.55611455264519,21.01632816880841,E
CPT-BUR-59,2010,1575306.95,5183420.1,79.5501138695704,0,1,22.03,65.96,13.482467400876455,18.09467121442868,E
CPT-BUR-60,2010,1575381.88,5183442.01,81.24775812291733,0,1,22.03,65.96,11.781674255333822,20.13254341007472,E
CPT-BUR-70,2011,1575784.23,5183593.47,101.44504905255624,0,1,22.03,69.93,6.230044337343512,18.81338096237051,E
CPT-BUR-71,2011,1575538.18,5183572.75,97.21120173678176,0,1,22.03,69.93,6.345582772590659,18.402977352949417,E
CPT-BUR-72,2011,1575344.46,5183567.43,106.48011525915732,0,1,22.03,65.96,4.967288469339629,16.10120714103829,E
CPT-BUR-73,2011,1575130.44,5183503.26,103.1168803199744,0,1,22.03,65.96,5.504575964534555,17.12506453619939,E
CPT-BUR-77,2011,1575532.35,5183676.47,82.19026197319864,0,1,22.03,69.93,11.295089610530926,24.41341545167186,E
CPT-BUR-78,2011,1575774.25,5183853.41,88.10974586725882,0,1,22.03,69.93,10.075510393105851,22.01901029892032,E
CPT-BUR-79,2011,1575778.78,5184023.16,80.31862853279524,0,1,22.03,69.93,14.33369229295248,19.671675528008212,E
CPT-BUR-80,2011,1575624.82,5184243.29,112.956979862062,0,1,22.03,62.11,5.087325318543377,15.33010389592607,E
CPT-BUR-81,2011,1575585.49,5183996.63,103.20744684661196,0,1,22.03,69.93,6.204426894614887,15.824187770774593,E
CPT-BUR-82,2011,1575436.47,5184220.2,120.15685448771522,0,1,22.03,62.11,5.328964020604126,13.560082493044566,E
CPT-BUR-84,2011,1575100.69,5184273.27,87.63368844078599,0,1,22.03,60.16,4.716001610540974,10.474989178221788,E
CPT-BUR-88,2011,1574946.49,5183785.81,87.58058029465327,0,1,22.59,65.96,5.024817239294906,12.197120035774963,CE
CPT-BUR-93,2011,1575256.58,5184542.78,132.25263666731027,0,1,22.37,60.16,2.42000809940208,8.500169042913104,E
CPT-BUR-96,2011,1574561.45,5185105.09,95.8559145091553,0,1,23.06,51.57,3.69181741778303,8.497018519667575,CE
CPT-BUR-99,2011,1574600.95,5184905.76,99.77655691066538,0,1,23.06,56.84,4.333465855764789,11.313330323791227,CE
CPT-BYR-01,2011,1567936.1,5183178.26,88.7877290377763,0,1,25.38,29.71,3.796400938818233,3.96242651716804,W
CPT-CBD-04,2011,1570596.81,5181259.24,83.56352318058066,0,0,22.83,57.63,3.796525239069987,7.122852882051306,W
CPT-CBD-07,2011,1571314.42,5181280.4,71.36599465390428,0,1,22.52,63.18,3.43694314051718,6.000401994290133,CW
CPT-CBD-10,2011,1569845.16,5181033.14,112.03349512434008,0,0,22.83,50.88,2.1314307395305825,4.798778864504408,W
