oid,year,E,N,qc1Ncs,mS,mF,pgaS,pgaF,LSN_S,LSN_F,eband
CPT-CBD-101P,2011,1570619.57,5179180.59,86.0478160501962,0,1,21.29,65.49,6.756081349242902,15.64671712876695,W
CPT-CBD-105,2011,1571529.95,5179127.4,97.2033679086441,0,0,21.99,76.32,3.4582764553739445,8.16434163698216,CW
CPT-CBD-106,2011,1571826.82,5179057.72,99.90046960855436,0,1,21.99,76.32,5.1949578627024415,15.126809591329897,CW
CPT-CBD-107,2011,1568982.51,5179005.48,63.86651127501589,0,0,20.92,53.1,3.8332962498803465,6.504258530003579,W
CPT-CBD-108,2011,1569436.36,5178977.77,93.5471615928626,0,1,20.92,58.07,5.472820850495985,11.571769304720958,W
CPT-CBD-109,2011,1569961.07,5179026.1,81.69911992795485,0,1,21.29,58.07,4.979772684721031,11.266643845527833,W
CPT-CBD-113,2011,1570959.43,5178996.84,84.75259334877241,0,0,21.29,71.59,6.087510198329163,13.944824536990058,W
CPT-CBD-116,2011,1569130.28,5178827.55,76.34824352602134,0,1,22.62,53.1,2.4524522979839025,5.335028387916529,W
CPT-CBD-117,2011,1569474.84,5178876.41,75.60496526789025,0,1,22.62,58.07,6.630770042907033,9.670544589285964,W
CPT-CBD-118,2011,1569574.89,5178889.54,73.11500194052276,0,1,22.62,58.07,8.037821785002713,12.163544376253164,W
CPT-CBD-119,2011,1569846.81,5178884.05,76.82659732646638,0,1,22.3,58.07,5.948154580117746,11.852986085170194,W
CPT-CBD-122,2011,1570660.78,5178889.04,79.30114568422051,0,1,22.3,65.49,7.283688920778218,14.386079790854009,W
CPT-CBD-123,2011,1570922.33,5178859.17,91.18726885639474,0,0,22.3,71.59,5.7431809365725615,12.878005118238326,W
CPT-CBD-125,2011,1571451.07,5178818.12,81.78998531896752,0,0,22.09,76.32,5.475493481117261,10.19101501797946,CW
CPT-CBD-128,2011,1570371.1,5178612.76,79.20294039712505,0,1,22.3,65.49,7.707147546259359,14.865537136039594,W
CPT-CBD-129,2011,1570731.77,5178612.98,79.23982331431385,0,1,22.3,71.59,11.763623414738804,17.223038363127024,W
CPT-CBD-130,2011,1570827.07,5178581.83,86.46895274528565,0,1,22.3,71.59,8.27357383297244,14.465159715711511,W
CPT-CBD-131,2011,1571163.11,5178640.75,85.40033971101025,0,0,22.09,71.59,8.413387814923587,16.879111204543754,W
CPT-CBD-135,2011,1570662.57,5178386.98,101.36217292568644,0,1,22.3,69.75,4.971781952241924,12.740923150605823,W
CPT-CBD-136,2011,1570827.08,5178342.44,77.854240237219,0,1,22.3,73.94,10.626613501323542,16.681517271238857,W
CPT-CBD-137,2011,1571121.26,5178287.22,72.35859654915076,0,1,22.09,73.94,8.448234023234077,12.122666211424704,W
CPT-CBD-138,2011,1571449.22,5178351.17,80.74541889315374,0,1,22.09,78.72,3.4864263903419035,7.880581128618304,CW
CPT-CBD-141,2011,1572725.0,5175980.0,80.83182081338983,0,0,20.53,108.0,8.759401582373252,19.266862882380995,CW
CPT-CBD-142,2011,1571919.85,5178791.62,84.35442670439816,0,1,22.09,76.32,3.413562869460543,6.447401259126927,CW
CPT-CBD-144,2011,1572285.16,5179150.35,92.94746610942023,0,1,21.99,83.65,5.948401912440071,15.137787013069865,CW
CPT-CBD-145,2011,1572072.34,5179356.86,96.5281959857238,0,1,21.99,83.65,4.501536420654709,12.167144204691493,CW
CPT-CBD-146,2011,1572271.6,5179379.09,82.49878781098177,0,1,21.99,83.65,3.168608183482041,8.599506809342351,CW
CPT-CBD-148,2011,1572292.23,5179451.98,93.6059967673774,0,1,21.99,76.11,5.463032854998944,16.43242002504418,CW
CPT-CBD-18,2011,1571810.29,5180970.86,99.60375512318342,0,1,22.52,67.03,3.3656917798434325,10.277282395379563,CW
CPT-CBD-21,2011,1570375.61,5180888.53,106.29456702521328,0,1,22.83,57.63,2.312603873669096,5.542150219627722,W
CPT-CBD-22,2011,1570614.23,5180868.39,98.72454923011924,0,1,22.83,57.63,2.1361615326585963,4.61759801737977,W
CPT-CBD-25,2011,1571381.08,5180915.98,86.44184820863049,0,1,22.52,67.03,6.7821037855672905,15.226975487897676,CW
CPT-CBD-29,2011,1570144.46,5180628.78,81.87397871878301,0,1,21.29,57.63,3.4045268390488186,7.710558515647992,W
CPT-CBD-32,2011,1570908.85,5180654.25,103.17664541711338,0,1,21.29,63.18,4.767841431710741,13.28577148644574,W
CPT-CBD-36,2011,1571777.36,5180592.97,122.12565345565604,0,1,21.99,67.03,1.8022185438286065,5.701675095236531,CW
CPT-CBD-37P,2011,1569919.0,5180455.51,99.2273700217918,0,0,21.29,50.88,3.2955938351200684,7.3574663988847,W
CPT-CBD-42,2011,1571138.47,5180416.94,83.85764656777579,0,1,21.99,63.18,1.812777432328528,4.7868650499961785,W
CPT-CBD-43,2011,1571319.68,5180410.99,94.83438407700244,0,1,21.99,63.18,2.321469228912947,5.965589894753649,CW
CPT-CBD-45,2011,1571607.2,5180398.89,129.45404943582037,0,0,21.99,67.03,1.63970489453278,4.937751613986354,CW
CPT-CBD-46,2011,1571779.0,5180360.86,138.76754666063783,0,0,21.99,73.45,1.297007992630328,5.033654063836571,CW
CPT-CBD-47,2011,1569897.01,5180217.58,78.99469462876294,0,1,21.29,53.88,2.4077955214834077,5.847127668604552,W
CPT-CBD-51,2011,1570866.45,5180171.98,115.02121379880136,0,0,21.29,67.94,1.159713359113733,3.840654125699957,W
CPT-CBD-53,2011,1571344.07,5180155.24,94.32728108705142,0,0,21.99,67.94,2.7763588715637475,7.602699533171832,CW
CPT-CBD-54,2011,1571433.06,5180170.26,99.03749696697692,0,0,21.99,73.45,1.9404282010085117,6.071455688920572,CW
CPT-CBD-55,2011,1571779.25,5180195.5,148.8333332555964,0,0,21.99,73.45,0.1579990068924545,1.685481422522265,CW
CPT-CBD-61,2011,1571136.95,5180054.25,98.66817538074945,0,0,21.99,67.94,2.683546010487979,8.004133608236838,W
CPT-CBD-65,2011,1569888.41,5179752.55,90.52471167146388,0,1,21.29,53.88,1.2804048035521811,3.6972739666309593,W
CPT-CBD-70,2011,1571111.09,5179787.78,101.0274858784318,0,1,21.99,67.94,0.8921256336734613,2.919582286950141,W
CPT-CBD-74,2011,1569968.22,5179539.86,90.62554449360768,0,1,21.29,53.88,4.99312434723709,11.914440064393943,W
CPT-CBD-79,2011,1571177.68,5179535.04,103.4098563358102,0,0,21.99,67.94,3.676413024583955,11.659538635820308,W
CPT-CBD-82,2011,1571745.11,5179578.8,91.05777377983507,0,1,21.99,73.45,5.752418404860846,14.579927554877615,CW
CPT-CBD-83,2011,1569428.09,5179417.92,88.0211660816239,0,0,20.92,58.07,5.562802745786211,12.89111421805756,W
CPT-CBD-86,2011,1570166.79,5179357.79,79.6401294664713,0,1,21.29,65.49,5.319951009641578,10.557308233994505,W
CPT-CBD-87,2011,1570350.22,5179324.19,84.81080338432152,0,1,21.29,65.49,2.712050527442467,6.546549425519782,W
CPT-CBD-91,2011,1571358.9,5179337.78,105.28641640163389,0,0,21.99,71.59,5.062845381632734,13.911991392932247,CW
CPT-CBD-92,2011,1571553.23,5179391.64,103.7587656859314,0,1,21.99,76.32,4.523818441285101,13.550016687874356,CW
CPT-CBD-94,2011,1569140.92,5179094.56,71.99670378610969,0,0,20.92,53.1,5.978535354435666,10.335641477703698,W
CPT-CBD-98P,2011,1569879.48,5179176.59,61.94655348190909,0,1,21.29,58.07,9.054147387032357,9.174344455994644,W
CPT-CBD-OC01,2011,1571080.28,5180388.49,104.46081014072357,0,1,21.99,63.18,2.1005169367992305,6.768985339989257,W
CPT-CBD-OC03,2011,1571108.1,5180379.32,113.36618806697103,0,1,21.99,63.18,1.1942310684938229,3.6608693758509383,W
CPT-CBD-PC01,2011,1571079.78,5180387.0,129.08186879979434,0,1,21.99,63.18,1.5933497779469754,4.860251697201855,W
CPT-CBD-PC03,2011,1571108.12,5180380.19,136.98679136204703,0,1,21.99,63.18,1.001547833142085,3.2242655459947587,W
CPT-CBD-Z2-1,2011,1570502.21,5180375.42,126.51369038997596,0,0,21.29,57.63,1.0245339085804122,3.361979127725569,W
CPT-CBD-Z2-11,2011,1570623.21,5180460.58,114.10359221954512,0,1,21.29,57.63,1.236394754919001,3.801944093207592,W
CPT-CBK-03,2010,1567598.49,5185478.32,71.80849235602165,0,0,25.85,25.19,9.951743391723278,8.492995691475034,W
CPT-CBK-04,2010,1567802.38,5185577.24,105.4858044367238,0,1,25.85,25.19,2.272137169339468,1.999950800353617,W
CPT-CBK-08,2010,1568380.93,5186000.94,82.75690216904752,0,1,25.55,24.37,11.718307089534823,9.124406628907014,W
CPT-CHM-08,2011,1570406.17,5176324.53,80.14199555814261,0,1,22.4,82.87,3.720399597975243,8.727184604668356,W
CPT-CHM-12,2011,1570554.71,5176183.38,75.88408179899199,0,1,22.4,82.87,3.9150577630572623,7.921523503208108,W
CPT-DAL-07,2010,1574602.57,5182888.22,90.68554711033948,0,1,22.59,68.54,10.383708427477329,22.35020999369033,CE
CPT-DAL-10,2010,1573547.91,5181402.25,68.29614883882482,0,1,22.46,73.3,7.012581131314242,13.681901428936133,CE
CPT-DAL-11,2010,1573475.39,5181613.71,130.55009410182478,0,1,22.46,73.3,3.688748338595538,10.056396716053214,CE
CPT-DAL-12,2010,1573546.15,5181653.92,88.84224128763789,0,1,22.46,73.3,4.335032536442447,9.404698378978402,CE
CPT-DAL-17,2010,1573495.1,5181834.56,133.49132110702283,0,1,22.46,73.3,2.4222814227303604,9.140080762112596,CE
CPT-DAL-19,2010,1573913.09,5181844.99,89.98390873723953,0,1,22.24,73.3,6.311840918254582,16.125653304396526,CE
CPT-DAL-20,2010,1574113.48,5181897.97,105.8768634569876,0,1,22.24,82.14,4.252240684915368,15.58584602712646,CE
CPT-DAL-22,2010,1573614.93,5182098.11,139.2648616830985,0,1,22.46,73.3,2.1291010159381214,7.383893413933313,CE
CPT-DAL-23,2010,1573910.29,5182147.67,85.03888749384839,0,1,22.24,73.3,6.915446565358367,15.25424555031612,CE
CPT-DAL-25,2010,1574327.22,5182208.53,80.49140881321394,0,1,22.24,82.14,9.894415410413094,19.795342945125785,CE
CPT-DAL-26,2010,1573900.35,5182314.86,136.70813448923838,0,1,22.24,67.92,2.5148818430384754,8.598315441017288,CE
CPT-DAL-27,2010,1574131.27,5182348.13,85.97529054963525,0,1,22.24,68.54,7.838704300969411,19.004626295391333,CE
CPT-DAL-28,2010,1574347.38,5182392.82,97.39262884599812,0,1,22.24,68.54,5.476432133091596,14.190271427457988,CE
CPT-DAL-29,2010,1573923.06,5182569.96,83.14187984978777,0,1,22.24,67.92,8.45569067081896,17.742271786763,CE
CPT-DAL-31,2010,1574317.6,5182612.75,91.72410024193212,0,1,22.24,68.54,8.778009614519181,21.92790983009065,CE
CPT-DAL-33,2010,1574183.27,5182817.31,79.42318987186303,0,1,22.59,68.54,8.316637829029386,18.52065066547459,CE
CPT-DAL-37,2010,1574304.42,5183000.16,79.86806031253825,0,1,22.59,68.54,12.760767577667478,23.792782731817752,CE
CPT-DAL-38,2010,1573319.65,5182003.01,150.7251051066862,0,1,22.46,70.66,1.4148508149616597,4.9779944606948,CE
CPT-DAL-40,2010,1573527.21,5182478.35,104.32257707873109,0,1,22.46,67.92,6.210406329728413,14.415907969822603,CE
CPT-DAL-41,2010,1573713.36,5182733.94,141.88329618122353,0,1,22.46,67.92,1.2736646715606446,4.893431239208004,CE
CPT-DAL-42,2010,1573557.78,5181723.25,87.5555151437421,0,1,22.46,73.3,7.998868534851396,18.93303751592596,CE
CPT-DAL-43,2010,1573563.31,5181672.51,90.22239590321465,0,1,22.46,73.3,6.93142676858385,17.015711798344753,CE
CPT-DAL-44,2010,1573449.04,5181581.74,111.92469703888176,0,1,22.46,73.3,7.209623792232317,17.22862626689966,CE
CPT-DAL-45,2010,1573404.17,5181504.98,114.39157711557272,0,1,22.46,73.3,6.725227410168847,17.099117077862452,CE
CPT-DAL-46,2010,1577822.55,5182279.42,109.78265113099911,0,1,21.24,85.08,6.144601750381168,17.755852860303033,E
CPT-DAL-48,2010,1573473.04,5181229.59,82.89962177875228,0,1,22.46,83.17,12.444279713017476,17.475369665794318,CE
CPT-DAL-49,2010,1573519.39,5181222.23,79.40779282579786,0,1,22.46,83.17,12.183230354488044,18.628225552499742,CE
CPT-DAL-50,2010,1573689.37,5181227.87,132.94396929622627,0,0,22.46,83.17,3.371377459516542,12.21280589676633,CE
CPT-DAL-51,2010,1573766.75,5181305.56,127.86559448601488,0,0,22.24,73.3,2.770639936597369,9.35740314250015,CE
CPT-DAL-53,2010,1573787.29,5181498.65,78.88956243907117,0,1,22.24,73.3,10.104096135929238,16.07241640052626,CE
CPT-DAL-54,2010,1564713.58,5177676.78,119.53541251777229,0,0,28.2,34.52,2.9850541511619184,3.0575261684633857,W
CPT-DAL-55,2010,1574174.61,5181733.28,98.1156890810362,0,1,22.24,82.14,7.118528730679149,16.384097078329617,CE
CPT-DAL-57,2010,1574341.89,5182241.57,83.35643440792892,0,1,22.24,68.54,10.258564691082972,20.668973207213483,CE
CPT-DAL-58,2010,1574352.36,5182302.31,84.55834129366633,0,0,22.24,68.54,10.263138214215164,22.29113233063623,CE
CPT-DAL-59,2010,1574348.13,5182455.39,87.76421787986376,0,0,22.24,68.54,6.654033637366968,15.920527352531607,CE
CPT-DAL-60,2010,1574338.38,5182520.28,98.77960412456105,0,0,22.24,68.54,9.592314030369163,19.794515743093864,CE
CPT-DAL-61,2010,1574315.47,5182626.2,89.80764865531704,0,1,22.24,68.54,9.298942395445527,20.02321844734452,CE
CPT-DAL-62,2010,1574300.85,5182775.75,84.19307818388525,0,1,22.59,68.54,10.10588010636683,21.541516097434396,CE
CPT-FND-07,2010,1568060.77,5181489.81,80.41937377203485,0,1,24.2,39.36,1.8606348650142024,3.3988384474443896,W
CPT-FND-10,2010,1567472.29,5181622.81,85.15381471144947,0,1,24.2,36.71,5.951457804136887,8.506468689843553,W
CPT-FND-25,2011,1568501.05,5181766.68,68.66374590949611,0,0,22.71,39.36,15.0309106302241,21.41887603764771,W
CPT-FND-27,2011,1568539.58,5181119.79,87.77110345495849,0,1,22.71,42.34,3.3626397560176207,6.071848749432455,W
CPT-FND-28,2011,1568235.36,5181136.81,88.17901964286762,0,0,24.2,42.34,3.0792113824725336,5.309501223934561,W
CPT-HAL-03,2010,1565486.03,5175383.9,58.01734705208749,0,0,28.82,39.87,17.715076780972947,17.900259971534155,W
CPT-HAL-14,2010,1563413.75,5175479.22,69.1069502710596,1,0,30.67,31.54,6.259388998526761,5.99316175423655,W
CPT-HAL-15,2010,1563611.42,5175309.85,67.47328885108139,1,0,30.67,31.54,7.546127440506934,6.74100087693065,W
CPT-HAL-18,2010,1564174.39,5174722.73,75.03646433893392,1,0,30.98,33.64,8.201020328186248,8.215512926389572,W
CPT-HAL-24,2010,1564960.79,5173690.81,86.12799926899483,0,0,29.24,33.71,6.662165407330675,6.708145257538437,W
CPT-HAL-27,2010,1564913.67,5173182.53,77.67828809943536,0,1,31.17,33.71,9.49375744581272,9.271107773344273,W
CPT-HAL-32,2010,1565534.48,5174172.79,71.95164417263858,0,1,29.24,39.49,5.337623199245612,6.296387121668765,W
CPT-HAL-35,2010,1565812.03,5175015.88,81.74220544275337,0,0,28.83,39.87,10.34968575752215,10.43543208791711,W
CPT-HAL-36,2010,1565699.71,5174666.52,80.50838746786512,1,1,28.83,39.49,8.661522885438664,10.20092234883044,W
CPT-HAL-37,2010,1565561.75,5174400.82,69.86636151358458,0,0,29.24,39.49,10.959638743691055,12.241791892893367,W
CPT-HAL-40,2010,1565005.75,5174768.57,71.90852460277921,0,0,29.24,35.81,6.279917220179026,6.728111744933417,W
CPT-HAL-42,2010,1564889.9,5175339.73,81.09952535685862,0,0,28.82,36.17,8.016091352414737,8.714113629665379,W
CPT-HAL-44,2010,1573298.04,5182036.06,72.90639912199526,0,1,22.46,70.66,6.0054566589389164,12.163768624564984,CE
CPT-HAL-45,2010,1564781.48,5175767.47,64.81941546252278,0,0,28.82,36.1,7.672190085201784,8.861954753002511,W
CPT-HLB-03,2011,1573365.21,5176968.37,84.04977775324473,0,1,20.53,118.5,8.65380556891238,19.906638832984815,CE
CPT-HLB-04,2011,1573402.57,5176950.53,85.44844741334356,0,1,20.53,118.5,7.256556440015677,17.36798555658146,CE
CPT-HLB-07,2011,1573413.86,5176633.96,72.52919619044118,0,1,20.53,111.9,16.74658599022937,23.63325377839955,CE
CPT-HLB-10,2011,1573538.31,5176722.49,77.67075475326223,0,1,20.53,124.0,4.259431577501611,10.799404995931212,CE
CPT-HLB-11,2011,1573666.56,5176925.27,98.3868164190501,0,1,20.53,124.0,5.217479305812149,14.526796014878746,CE
CPT-HLB-12,2011,1573661.84,5176763.43,81.76956763249295,0,1,20.53,124.0,6.151960719939034,17.050519441015624,CE
CPT-HNH-02,2010,1568454.58,5176041.02,75.92372300034495,0,1,24.63,52.69,7.321968647799469,12.335015165703355,W
CPT-HNH-03,2010,1568322.52,5175737.55,70.55454262309195,0,1,24.58,52.69,10.51682036800491,13.461963652477989,W
CPT-HNH-09,2011,1567055.41,5177121.08,65.88107947751833,0,1,24.33,45.82,12.01972122005277,13.876005123536684,W
CPT-HNH-11,2011,1567663.25,5177139.63,78.83528105553978,0,1,24.33,49.93,3.914174065746487,7.925907617520762,W
CPT-HNH-14,2011,1567298.83,5176839.25,64.29420872673441,0,1,24.58,45.82,11.023821667429251,11.5354627103878,W
CPT-HNH-18,2011,1566747.11,5176513.5,74.58433219434062,0,1,27.27,46.19,19.898502715611716,20.20370733452069,W
CPT-HNH-21,2011,1567983.8,5176761.87,86.87301844497429,0,0,24.58,49.93,6.805204226077874,12.762790973829864,W
CPT-HNH-22,2011,1568189.33,5176910.9,95.47440755366388,0,1,24.58,54.27,3.2434593659692954,8.392516371341523,W
CPT-HNH-25,2011,1568661.44,5176874.31,78.54429303896481,0,1,24.63,54.27,4.363813951974717,7.751894385837846,W
CPT-HNH-26,2011,1567989.58,5176277.12,78.48238183229869,0,0,24.58,47.54,7.625701230562441,9.718120386578487,W
CPT-HNH-30,2011,1568243.25,5175891.42,74.13125482983884,0,1,24.58,52.69,7.587174290204951,10.62517886162368,W
CPT-HNH-32,2011,1568356.25,5175655.9,73.53552305308249,0,1,24.58,59.38,8.671860786051687,12.923121328517162,W
CPT-HNH-33,2011,1568640.0,5175713.03,79.86381668127977,0,0,24.63,59.38,1.9557126218269427,3.7137395675678304,W
CPT-HNH-38,2011,1566840.07,5177511.99,75.27662792184734,0,0,25.93,45.82,4.458796581462641,7.296013139215964,W
CPT-KAN-03,2010,1572096.61,5182098.5,63.09541429999896,0,1,22.52,64.67,14.58061809846155,20.666160178538306,CW
CPT-KAN-05,2010,1572386.86,5196601.13,82.93793704041705,1,1,26.59,21.18,7.52616588059977,5.757216836731231,CW
CPT-KAN-06,2010,1572480.95,5196520.84,70.09860801787663,1,1,26.59,21.18,8.709999356351055,6.495697761892532,CW
CPT-KAN-07,2010,1572711.51,5196310.34,73.10829638183057,1,1,26.59,21.67,8.279786137247998,6.445817027422622,CW
CPT-KAN-08,2010,1573043.55,5196169.13,72.35109866460947,1,1,26.59,21.67,15.42475885337634,9.490596095820925,CW
CPT-KAN-09,2010,1572574.61,5196778.1,63.12683724071261,1,0,26.59,21.18,9.792134805175726,7.813074064141431,CW
CPT-KAN-10,2010,1572656.17,5196687.95,94.6355022900578,1,0,26.59,21.18,6.450496093094536,5.011389678017524,CW
CPT-KAN-12,2010,1573047.24,5196427.75,86.51795377092886,1,0,26.59,21.67,9.5682245107627,6.764248700146946,CW
CPT-KAN-13,2010,1573172.24,5196274.66,59.78899580557611,1,0,26.59,21.67,18.18945825951499,15.293228287473305,CE
CPT-KAN-14,2010,1573309.78,5196361.98,79.36909971800364,1,0,26.59,21.67,13.773787777733896,8.900524125449696,CE
CPT-KAN-15,2010,1573331.24,5196529.78,79.92321623445767,1,0,26.59,21.67,17.160705880703834,10.98996844594753,CE
CPT-KAN-17,2010,1572859.85,5196869.36,79.55383505039359,1,0,26.59,21.67,12.737728013502805,8.699118277287372,CW
CPT-KAN-18,2010,1573060.14,5196640.8,76.06828730087932,1,0,26.59,21.67,16.399417759829646,10.398454696792404,CW
CPT-KAN-20,2010,1573474.52,5196551.09,87.3619175816906,1,1,26.59,22.14,12.93809679636588,8.263959658596049,CE
CPT-KAN-23,2010,1573560.33,5196806.28,150.15680699155394,1,1,26.59,22.14,7.214151243756762,5.473950983825107,CE
CPT-KAN-26,2010,1572219.3,5196845.47,83.7290519902248,1,0,26.43,21.18,8.742422344633447,6.089097991001907,CW
CPT-KAN-28,2010,1572278.54,5196750.64,78.19412780657218,1,0,26.43,21.18,8.132524917661815,6.359809838701043,CW
CPT-KAN-30,2010,1572547.16,5196625.67,67.2912649648333,1,1,26.59,21.18,9.585613583933345,7.178105398154297,CW
CPT-KAN-31,2010,1572882.96,5196195.95,75.1998354923346,1,1,26.59,21.67,9.983902937055522,6.539695668901125,CW
CPT-KAN-32,2010,1572877.54,5196213.08,88.7160580839397,1,1,26.59,21.67,8.000175219115464,5.671554456026377,CW
CPT-KAN-35,2010,1572578.35,5196418.79,65.86232260116032,1,1,26.59,21.18,12.170989624488488,8.216410120531588,CW
CPT-KAN-38,2010,1573084.47,5196180.29,72.47264795990037,1,1,26.59,21.67,12.216504619541857,8.329350831675642,CW
CPT-KAN-39,2010,1573405.04,5196231.21,78.754400365079,1,1,26.59,22.14,15.101942535251384,9.91469203270163,CE
CPT-KAN-40,2010,1573255.62,5196256.85,71.85140581677246,1,1,26.59,21.67,13.937500805708606,9.012805529688238,CE
CPT-KAN-41,2010,1573338.64,5196256.73,73.19565588305056,1,1,26.59,21.67,16.214273620504652,10.481830296266558,CE
CPT-KAN-42,2010,1572226.31,5196825.47,71.3364176714261,1,0,26.43,21.18,12.786365220645484,8.856916861554666,CW
CPT-KAN-43,2010,1572405.57,5196584.46,82.72006915208934,1,0,26.59,21.18,7.343416172730395,5.840585726979009,CW
CPT-KAS-02,2010,1572740.69,5195795.51,48.52060638280612,1,1,26.59,22.58,17.885533481987906,15.617989980759656,CW
CPT-KAS-08,2010,1572516.99,5195704.14,71.55580959430682,1,0,26.59,22.02,11.117356350836673,7.807102080791983,CW
CPT-KAS-13,2010,1572727.66,5196121.6,82.14946595714653,1,1,26.59,21.67,5.833858961480756,4.723953273065852,CW
CPT-KAS-14,2010,1572479.96,5196327.7,88.10221242122857,1,1,26.59,21.18,4.401381115853312,3.4584069098228456,CW
CPT-KAS-16,2010,1571969.95,5196551.43,63.708611012694114,1,0,26.43,20.65,10.308310948233,6.777446655453243,CW
CPT-KAS-18,2010,1572068.19,5196782.42,74.08596139361605,1,0,26.43,21.18,14.076092733826972,9.202000220757048,CW
CPT-KAS-19,2010,1571465.31,5196815.45,62.51940350027071,0,0,26.43,20.65,10.248456245592266,7.95979720616497,CW
CPT-KAS-22,2010,1571930.45,5196932.51,73.11251657022564,1,1,26.43,20.65,11.61486528195751,7.770872287192213,CW
CPT-KAS-23,2010,1571033.8,5196821.88,68.73568731344588,0,0,26.43,20.1,12.766378278894363,8.325289565411818,W
CPT-KAS-25,2010,1572272.42,5195588.2,228.8547341649407,0,0,26.08,22.02,0.2377190581330431,0.1781042399284668,CW
CPT-KAS-29,2010,1572609.36,5195793.58,65.38319407376996,1,0,26.59,22.02,11.642720043662257,9.247131949797607,CW
CPT-KAS-31,2010,1572603.96,5196216.66,89.92364269430442,1,1,26.59,21.18,4.133361517644685,3.064337639415026,CW
CPT-KAS-34,2010,1571976.73,5196731.32,75.30410312784308,1,1,26.43,20.65,17.22099462936704,10.728219302591434,CW
CPT-KAS-35,2010,1572108.31,5196535.36,90.0497271396164,0,0,26.43,21.18,0.3890262145368983,0.2102516247620711,CW
CPT-KAS-36,2010,1572199.86,5196646.43,87.29614298013712,0,0,26.43,21.18,1.086895065967895,0.8033685120943177,CW
CPT-KAS-37,2010,1572242.49,5196600.0,189.0356196310392,0,0,26.43,21.18,0.9390796526576276,0.6035522647164012,CW
CPT-KAS-38,2010,1572222.64,5196403.05,68.1453430957132,0,0,26.43,21.18,3.3003394595998734,2.3510181814004283,CW
CPT-KAS-41,2010,1572081.61,5196902.22,64.85781315872447,1,0,26.43,21.18,15.15254071685608,10.674122546233178,CW
CPT-KAS-43,2010,1572555.85,5196253.63,83.37561760442594,1,1,26.59,21.18,6.9051285857694245,5.405502119449672,CW
CPT-KAS-46,2010,1572725.2,5195980.22,79.62283368557087,1,0,26.59,22.58,5.972653364814105,4.426227809454082,CW
CPT-KAS-47,2010,1572756.77,5195866.11,54.39496324035885,0,1,26.59,22.58,15.6999059052362,14.820291021003197,CW
CPT-KAS-48,2010,1572740.69,5195795.51,54.07177742568852,1,1,26.59,22.58,14.555936440666816,13.737893779565866,CW
CPT-KAS-50,2010,1572561.76,5195382.43,61.8857234673309,1,1,25.86,22.02,13.328996930960953,10.236573248003944,CW
CPT-KAS-51,2010,1572516.82,5195333.97,65.91349438096324,1,1,25.86,22.02,13.727313059424642,10.069416638699185,CW
CPT-KAS-52,2010,1572465.63,5195379.26,67.55843236171984,1,1,25.86,22.02,12.769315131588522,8.933710473722837,CW
CPT-KAS-53,2010,1572091.36,5196752.85,66.06941158321202,1,0,26.43,21.18,3.1464512582071125,2.6437399815633094,CW
CPT-KAS-54,2010,1572294.91,5196562.13,104.44451023932888,0,0,26.43,21.18,5.061078334157985,3.220269120219799,CW
CPT-KAS-55,2010,1572330.92,5196522.27,71.07340027555534,0,0,26.59,21.18,3.573587517945315,2.366873054030664,CW
CPT-KGA-01,2010,1573109.93,5194207.68,90.3429062266332,0,0,25.86,20.45,5.007247734486514,4.081607235504279,CW
CPT-KGA-02,2010,1573150.49,5194129.95,209.5944462805108,0,0,25.86,20.45,0.1396224005414282,0.0801887479868779,CE
CPT-KRB-02,2010,1575952.34,5196255.05,90.53045343785304,1,1,23.89,23.43,13.882319400993415,11.52813503409974,E
CPT-KRB-03,2010,1575951.34,5196542.94,89.0349345044038,1,1,23.89,23.43,10.814636014062884,9.425107599046331,E
CPT-LWD-02,2011,1571935.3,5180646.32,125.87825694557036,0,1,21.99,67.03,1.400899770049706,4.687102554303992,CW
CPT-LWD-03,2011,1572275.21,5180705.28,89.68405940314113,0,1,21.99,70.22,0.9515377505618718,2.765374076949782,CW
CPT-LWD-04,2011,1572574.76,5180781.82,77.70452293569528,0,1,22.07,70.22,11.01985130967184,19.85588964838509,CW
CPT-LWD-10,2011,1573734.99,5180674.44,151.37867967470453,0,1,22.07,83.17,0.7003712172832418,5.014639203808242,CE
CPT-LWD-11,2011,1574360.22,5180665.44,154.02850240023352,0,1,22.14,97.21,1.1107879247591164,8.59591369534357,CE
CPT-LWD-12,2011,1574116.86,5180484.12,125.25605389251788,0,1,22.14,97.21,4.99490593140844,18.45451330852401,CE
CPT-LWD-13,2011,1573810.2,5180382.12,135.13626990362974,0,1,22.14,83.17,2.0248541989710613,11.7628677226456,CE
CPT-LWD-15,2011,1573330.25,5180284.75,128.40990290766493,0,1,22.07,84.8,1.1088011368563409,5.240828003799271,CE
CPT-LWD-17,2011,1571824.38,5180400.82,110.33026246477452,0,0,21.99,67.03,2.3367883500836024,7.076009246616789,CW
CPT-LWD-24,2011,1573253.9,5179919.05,109.31747249493591,0,1,22.07,84.8,3.7731663167094376,13.810377423482407,CE
CPT-LWD-26,2011,1572527.86,5179107.87,95.12247758969546,0,1,22.07,83.65,5.763455271644972,13.836166980689134,CW
CPT-LWD-32,2011,1573684.4,5178577.58,93.82899539651336,0,1,22.59,91.49,8.875355173021894,21.181703869254893,CE
CPT-LWD-38,2011,1574187.46,5180342.15,113.78933588953852,0,1,22.14,99.62,6.8040672005573,23.335962735573872,CE
