oid,year,qc1Ncs,mF,LSN_F,hc
CPT-BRK-15,2010,92.03957904198752,1,9.795384051202907,True
CPT-BRK-18,2010,110.91498942406974,1,11.355440603210145,True
CPT-BRY-01,2011,98.6879217827433,1,14.535381245197954,True
CPT-BRY-03,2011,125.02286995646172,1,9.730615126730235,True
CPT-BRY-05,2011,134.0788542408635,1,11.434839724268029,True
CPT-BRY-08,2011,98.97958297358907,1,19.59810492549361,True
CPT-BRY-10,2011,136.26719590550607,1,11.572326362496405,True
CPT-BRY-11,2011,135.95118927835674,0,6.679955071701214,True
CPT-BRY-12,2011,118.89331124874566,1,19.87707074799955,True
CPT-BRY-13,2011,146.30209239303525,0,8.129224206657724,True
CPT-BRY-15,2011,109.007565374319,1,20.918683831258363,True
CPT-BRY-16,2011,128.22926559526113,0,14.489895948543516,True
CPT-BRY-18,2011,97.48152027035349,1,17.4926798184919,True
CPT-BRY-20,2011,133.75706384877478,1,13.337404585694212,True
CPT-BRY-21,2011,102.72597490879852,1,13.392564631768517,True
CPT-BRY-22,2011,139.525154680196,1,6.621067438439342,True
CPT-BUR-03,2010,79.9931686389979,1,19.812132782290504,True
CPT-BUR-05,2010,76.53227538749113,1,21.700015699783343,True
CPT-BUR-06,2010,84.74244094676874,1,26.236861004670537,True
CPT-BUR-07,2010,78.88452204982488,1,22.691343616366023,True
CPT-BUR-08,2010,87.84943741381295,1,16.283384926422677,True
CPT-BUR-101,2011,111.43899886920448,1,11.556384953983656,True
CPT-BUR-102,2011,108.31843229249624,1,11.679670675237716,True
CPT-BUR-104,2011,120.41795605105182,1,10.26815781361436,True
CPT-BUR-105,2011,137.01783617333413,1,6.580204964969854,True
CPT-BUR-11,2010,79.68360908363604,1,16.979136043979132,True
CPT-BUR-12,2010,85.36846942837043,1,15.944291961682312,True
CPT-BUR-18,2010,80.09087917953558,1,16.76502220482737,True
CPT-BUR-19,2010,71.33169903121973,1,23.494118537734145,True
CPT-BUR-26,2010,85.6481167638069,1,15.212675299923353,True
CPT-BUR-27,2010,97.97426041445748,1,14.40111842443996,True
CPT-BUR-28,2010,120.80734672576494,1,6.037849791739368,True
CPT-BUR-29,2010,78.31302001806935,1,20.30436499646592,True
CPT-BUR-30,2010,76.16431881862754,1,16.876417215184997,True
CPT-BUR-31,2010,85.16425978366941,1,14.61496551193879,True
CPT-BUR-33,2010,159.13682482909837,1,0.7586892907236498,True
CPT-BUR-34,2010,108.13282755612371,1,12.940558120168523,True
CPT-BUR-35,2010,85.11360915404923,1,14.472806681868228,True
CPT-BUR-36,2010,79.35438092332885,1,17.3653028035058,True
CPT-BUR-37,2010,101.99207983486788,1,9.703702830108792,True
CPT-BUR-38,2010,87.37519754649998,1,17.74479913918757,True
CPT-BUR-39,2010,81.49798513115817,1,18.06090292573157,True
CPT-BUR-41,2010,82.50634174348946,1,19.473382816110583,True
CPT-BUR-42,2010,83.33127314392144,1,16.05389755974067,True
CPT-BUR-43,2010,84.94719209631097,1,17.79341860128985,True
CPT-BUR-44,2010,86.90272436353246,1,23.720415145209824,True
CPT-BUR-46,2010,91.60031689675628,1,20.095465131809195,True
CPT-BUR-47,2010,98.4746685535529,1,11.534330169734924,True
CPT-BUR-48,2010,96.6639018336762,1,16.74696719036079,True
CPT-BUR-49,2010,88.58827932907775,1,22.30990013739632,True
CPT-BUR-51,2010,77.87877424130274,1,17.178127938736747,True
CPT-BUR-52,2010,85.69584284645606,1,18.46525333185138,True
CPT-BUR-53,2010,78.20018132196046,1,17.024158200542644,True
CPT-BUR-54,2010,78.68058428906338,0,17.622237218841736,True
CPT-BUR-57,2010,78.77146680473766,1,21.81614050504015,True
CPT-BUR-58,2010,80.28369993050673,1,21.01632816880841,True
CPT-BUR-59,2010,79.5501138695704,1,18.09467121442868,True
CPT-BUR-60,2010,81.24775812291733,1,20.13254341007472,True
CPT-BUR-70,2011,101.44504905255624,1,18.81338096237051,True
CPT-BUR-71,2011,97.21120173678176,1,18.402977352949417,True
CPT-BUR-72,2011,106.48011525915732,1,16.10120714103829,True
CPT-BUR-73,2011,103.1168803199744,1,17.12506453619939,True
CPT-BUR-77,2011,82.19026197319864,1,24.41341545167186,True
CPT-BUR-78,2011,88.10974586725882,1,22.01901029892032,True
CPT-BUR-79,2011,80.31862853279524,1,19.67167552800821,True
CPT-BUR-80,2011,112.956979862062,1,15.33010389592607,True
CPT-BUR-81,2011,103.20744684661196,1,15.824187770774593,True
CPT-BUR-82,2011,120.15685448771522,1,13.560082493044566,True
CPT-BUR-84,2011,87.63368844078599,1,10.474989178221788,True
CPT-BUR-88,2011,87.58058029465327,1,12.197120035774963,True
CPT-BUR-93,2011,132.25263666731027,1,8.500169042913104,True
CPT-BUR-96,2011,95.8559145091553,1,8.497018519667575,True
CPT-BUR-99,2011,99.77655691066538,1,11.313330323791227,True
CPT-BYR-01,2011,88.7877290377763,1,3.96242651716804,True
CPT-CBD-04,2011,83.56352318058066,0,7.122852882051306,False
CPT-CBD-07,2011,71.36599465390428,1,6.000401994290133,True
CPT-CBD-10,2011,112.03349512434008,0,4.798778864504408,True
CPT-CBD-101P,2011,86.0478160501962,1,15.64671712876695,True
CPT-CBD-105,2011,97.2033679086441,0,8.16434163698216,True
CPT-CBD-106,2011,99.90046960855436,1,15.126809591329897,True
CPT-CBD-107,2011,63.86651127501589,0,6.504258530003579,True
CPT-CBD-108,2011,93.5471615928626,1,11.571769304720958,True
CPT-CBD-109,2011,81.69911992795485,1,11.266643845527833,True
CPT-CBD-113,2011,84.75259334877241,0,13.944824536990058,True
CPT-CBD-116,2011,76.34824352602134,1,5.335028387916529,True
CPT-CBD-117,2011,75.60496526789025,1,9.670544589285964,True
CPT-CBD-118,2011,73.11500194052276,1,12.163544376253164,True
CPT-CBD-119,2011,76.82659732646638,1,11.852986085170194,True
CPT-CBD-122,2011,79.30114568422051,1,14.386079790854009,True
CPT-CBD-123,2011,91.18726885639474,0,12.878005118238326,True
CPT-CBD-125,2011,81.78998531896752,0,10.19101501797946,True
CPT-CBD-128,2011,79.20294039712505,1,14.865537136039594,True
CPT-CBD-129,2011,79.23982331431385,1,17.223038363127024,True
CPT-CBD-130,2011,86.46895274528565,1,14.465159715711511,True
CPT-CBD-131,2011,85.40033971101025,0,16.879111204543754,True
CPT-CBD-135,2011,101.36217292568644,1,12.740923150605823,True
CPT-CBD-136,2011,77.854240237219,1,16.681517271238857,True
CPT-CBD-137,2011,72.35859654915076,1,12.122666211424704,True
CPT-CBD-138,2011,80.74541889315374,1,7.880581128618304,True
CPT-CBD-141,2011,80.83182081338983,0,19.266862882380995,False
CPT-CBD-142,2011,84.35442670439816,1,6.447401259126927,True
CPT-CBD-144,2011,92.94746610942023,1,15.137787013069865,True
CPT-CBD-145,2011,96.5281959857238,1,12.167144204691493,True
CPT-CBD-146,2011,82.49878781098177,1,8.599506809342351,True
CPT-CBD-148,2011,93.6059967673774,1,16.43242002504418,True
CPT-CBD-18,2011,99.60375512318342,1,10.277282395379563,True
CPT-CBD-21,2011,106.29456702521328,1,5.542150219627722,True
CPT-CBD-22,2011,98.72454923011924,1,4.61759801737977,True
CPT-CBD-25,2011,86.44184820863049,1,15.226975487897676,True
CPT-CBD-29,2011,81.87397871878301,1,7.710558515647992,True
CPT-CBD-32,2011,103.17664541711338,1,13.28577148644574,True
CPT-CBD-36,2011,122.12565345565604,1,5.701675095236531,True
CPT-CBD-37P,2011,99.2273700217918,0,7.3574663988847,True
CPT-CBD-42,2011,83.85764656777579,1,4.7868650499961785,True
CPT-CBD-43,2011,94.83438407700244,1,5.965589894753649,True
CPT-CBD-45,2011,129.45404943582037,0,4.937751613986354,True
CPT-CBD-46,2011,138.76754666063783,0,5.033654063836571,True
CPT-CBD-47,2011,78.99469462876294,1,5.847127668604552,True
CPT-CBD-51,2011,115.02121379880136,0,3.840654125699957,True
CPT-CBD-53,2011,94.32728108705142,0,7.602699533171832,True
CPT-CBD-54,2011,99.03749696697692,0,6.071455688920572,True
CPT-CBD-55,2011,148.8333332555964,0,1.685481422522265,True
CPT-CBD-61,2011,98.66817538074945,0,8.004133608236838,True
CPT-CBD-65,2011,90.52471167146388,1,3.6972739666309593,True
CPT-CBD-70,2011,101.0274858784318,1,2.919582286950141,True
CPT-CBD-74,2011,90.62554449360768,1,11.914440064393943,True
CPT-CBD-79,2011,103.4098563358102,0,11.659538635820308,True
CPT-CBD-82,2011,91.05777377983507,1,14.579927554877615,True
CPT-CBD-83,2011,88.0211660816239,0,12.89111421805756,True
CPT-CBD-86,2011,79.6401294664713,1,10.557308233994505,True
CPT-CBD-87,2011,84.81080338432152,1,6.546549425519782,True
CPT-CBD-91,2011,105.28641640163389,0,13.911991392932247,True
CPT-CBD-92,2011,103.7587656859314,1,13.550016687874356,True
CPT-CBD-94,2011,71.99670378610969,0,10.335641477703698,True
CPT-CBD-98P,2011,61.94655348190909,1,9.174344455994644,True
CPT-CBD-OC01,2011,104.46081014072357,1,6.768985339989257,True
CPT-CBD-OC03,2011,113.36618806697103,1,3.6608693758509374,True
CPT-CBD-PC01,2011,129.08186879979434,1,4.860251697201855,True
CPT-CBD-PC03,2011,136.98679136204703,1,3.2242655459947587,True
CPT-CBD-Z2-1,2011,126.51369038997596,0,3.361979127725569,True
CPT-CBD-Z2-11,2011,114.10359221954512,1,3.801944093207592,True
CPT-CBK-03,2010,71.80849235602165,0,8.492995691475034,True
CPT-CBK-04,2010,105.4858044367238,1,1.999950800353617,True
CPT-CBK-08,2010,82.75690216904752,1,9.124406628907014,True
CPT-CHM-08,2011,80.14199555814261,1,8.727184604668356,True
CPT-CHM-12,2011,75.88408179899199,1,7.921523503208108,True
CPT-DAL-07,2010,90.68554711033948,1,22.35020999369033,False
CPT-DAL-10,2010,68.29614883882482,1,13.681901428936133,True
CPT-DAL-11,2010,130.55009410182478,1,10.056396716053214,True
CPT-DAL-12,2010,88.84224128763789,1,9.404698378978402,True
CPT-DAL-17,2010,133.49132110702283,1,9.140080762112596,True
CPT-DAL-19,2010,89.98390873723953,1,16.125653304396526,True
CPT-DAL-20,2010,105.8768634569876,1,15.58584602712646,True
CPT-DAL-22,2010,139.2648616830985,1,7.383893413933313,True
CPT-DAL-23,2010,85.03888749384839,1,15.25424555031612,True
CPT-DAL-25,2010,80.49140881321394,1,19.795342945125785,True
CPT-DAL-26,2010,136.70813448923838,1,8.598315441017288,True
CPT-DAL-27,2010,85.97529054963525,1,19.004626295391333,True
CPT-DAL-28,2010,97.39262884599812,1,14.190271427457988,True
CPT-DAL-29,2010,83.14187984978777,1,17.742271786763,True
CPT-DAL-31,2010,91.72410024193212,1,21.92790983009065,True
CPT-DAL-33,2010,79.42318987186303,1,18.52065066547459,True
CPT-DAL-37,2010,79.86806031253825,1,23.792782731817752,True
CPT-DAL-38,2010,150.7251051066862,1,4.9779944606948,True
CPT-DAL-40,2010,104.32257707873109,1,14.415907969822603,True
CPT-DAL-41,2010,141.88329618122353,1,4.893431239208004,True
CPT-DAL-42,2010,87.5555151437421,1,18.93303751592596,True
CPT-DAL-43,2010,90.22239590321465,1,17.015711798344753,True
CPT-DAL-44,2010,111.92469703888176,1,17.22862626689966,True
CPT-DAL-45,2010,114.39157711557272,1,17.099117077862452,True
CPT-DAL-46,2010,109.78265113099911,1,17.755852860303033,False
CPT-DAL-48,2010,82.89962177875228,1,17.475369665794318,True
CPT-DAL-49,2010,79.40779282579786,1,18.628225552499742,True
CPT-DAL-50,2010,132.94396929622627,0,12.21280589676633,True
CPT-DAL-51,2010,127.86559448601488,0,9.35740314250015,True
CPT-DAL-53,2010,78.88956243907117,1,16.07241640052626,True
CPT-DAL-54,2010,119.53541251777229,0,3.0575261684633857,True
CPT-DAL-55,2010,98.1156890810362,1,16.384097078329617,True
CPT-DAL-57,2010,83.35643440792892,1,20.668973207213483,True
CPT-DAL-58,2010,84.55834129366633,0,22.29113233063623,True
CPT-DAL-59,2010,87.76421787986376,0,15.920527352531607,True
CPT-DAL-60,2010,98.77960412456105,0,19.794515743093864,True
CPT-DAL-61,2010,89.80764865531704,1,20.02321844734452,True
CPT-DAL-62,2010,84.19307818388525,1,21.5415160974344,True
CPT-FND-07,2010,80.41937377203485,1,3.3988384474443896,True
CPT-FND-10,2010,85.15381471144947,1,8.506468689843553,True
CPT-FND-25,2011,68.66374590949611,0,21.41887603764771,True
CPT-FND-27,2011,87.77110345495849,1,6.071848749432455,True
CPT-FND-28,2011,88.17901964286762,0,5.309501223934561,True
CPT-HAL-03,2010,58.01734705208749,0,17.900259971534155,True
CPT-HAL-14,2010,69.1069502710596,0,5.99316175423655,True
CPT-HAL-15,2010,67.47328885108139,0,6.74100087693065,True
CPT-HAL-18,2010,75.03646433893392,0,8.215512926389572,True
CPT-HAL-24,2010,86.12799926899483,0,6.708145257538437,True
CPT-HAL-27,2010,77.67828809943536,1,9.271107773344273,True
CPT-HAL-32,2010,71.95164417263858,1,6.296387121668765,True
CPT-HAL-35,2010,81.74220544275337,0,10.43543208791711,True
CPT-HAL-36,2010,80.50838746786512,1,10.20092234883044,True
CPT-HAL-37,2010,69.86636151358458,0,12.241791892893367,True
CPT-HAL-40,2010,71.90852460277921,0,6.728111744933417,True
CPT-HAL-42,2010,81.09952535685862,0,8.714113629665379,True
CPT-HAL-44,2010,72.90639912199526,1,12.163768624564984,True
CPT-HAL-45,2010,64.81941546252278,0,8.861954753002511,True
CPT-HLB-03,2011,84.04977775324473,1,19.90663883298481,True
CPT-HLB-04,2011,85.44844741334356,1,17.36798555658146,True
CPT-HLB-07,2011,72.52919619044118,1,23.63325377839955,True
CPT-HLB-10,2011,77.67075475326223,1,10.799404995931212,True
CPT-HLB-11,2011,98.3868164190501,1,14.526796014878746,True
CPT-HLB-12,2011,81.76956763249295,1,17.050519441015624,True
CPT-HNH-02,2010,75.92372300034495,1,12.335015165703355,True
CPT-HNH-03,2010,70.55454262309195,1,13.461963652477989,True
CPT-HNH-09,2011,65.88107947751833,1,13.876005123536684,True
CPT-HNH-11,2011,78.83528105553978,1,7.925907617520762,True
CPT-HNH-14,2011,64.29420872673441,1,11.5354627103878,True
CPT-HNH-18,2011,74.58433219434062,1,20.20370733452069,True
CPT-HNH-21,2011,86.87301844497429,0,12.762790973829864,True
CPT-HNH-22,2011,95.47440755366388,1,8.392516371341523,True
CPT-HNH-25,2011,78.54429303896481,1,7.751894385837846,True
CPT-HNH-26,2011,78.48238183229869,0,9.718120386578487,True
CPT-HNH-30,2011,74.13125482983884,1,10.62517886162368,True
CPT-HNH-32,2011,73.53552305308249,1,12.923121328517162,True
CPT-HNH-33,2011,79.86381668127977,0,3.7137395675678304,True
CPT-HNH-38,2011,75.27662792184734,0,7.296013139215964,True
CPT-KAN-03,2010,63.09541429999896,1,20.666160178538306,True
CPT-KAN-05,2010,82.93793704041705,1,5.757216836731231,True
CPT-KAN-06,2010,70.09860801787663,1,6.495697761892532,True
CPT-KAN-07,2010,73.10829638183057,1,6.445817027422622,True
CPT-KAN-08,2010,72.35109866460947,1,9.490596095820925,True
CPT-KAN-09,2010,63.12683724071261,0,7.813074064141431,True
CPT-KAN-10,2010,94.6355022900578,0,5.011389678017524,True
CPT-KAN-12,2010,86.51795377092886,0,6.764248700146946,True
CPT-KAN-13,2010,59.78899580557611,0,15.293228287473305,True
CPT-KAN-14,2010,79.36909971800364,0,8.900524125449696,True
CPT-KAN-15,2010,79.92321623445767,0,10.98996844594753,True
CPT-KAN-17,2010,79.55383505039359,0,8.699118277287372,True
CPT-KAN-18,2010,76.06828730087932,0,10.398454696792404,True
CPT-KAN-20,2010,87.3619175816906,1,8.263959658596049,True
CPT-KAN-23,2010,150.15680699155394,1,5.473950983825107,True
CPT-KAN-26,2010,83.7290519902248,0,6.089097991001907,True
CPT-KAN-28,2010,78.19412780657218,0,6.359809838701043,True
CPT-KAN-30,2010,67.2912649648333,1,7.178105398154297,True
CPT-KAN-31,2010,75.1998354923346,1,6.539695668901125,True
CPT-KAN-32,2010,88.7160580839397,1,5.671554456026377,True
CPT-KAN-35,2010,65.86232260116032,1,8.216410120531588,True
CPT-KAN-38,2010,72.47264795990037,1,8.329350831675642,True
CPT-KAN-39,2010,78.754400365079,1,9.91469203270163,True
CPT-KAN-40,2010,71.85140581677246,1,9.012805529688238,True
CPT-KAN-41,2010,73.19565588305056,1,10.481830296266558,True
CPT-KAN-42,2010,71.3364176714261,0,8.856916861554666,True
CPT-KAN-43,2010,82.72006915208934,0,5.840585726979009,True
CPT-KAS-02,2010,48.52060638280612,1,15.617989980759656,False
CPT-KAS-08,2010,71.55580959430682,0,7.807102080791983,True
CPT-KAS-13,2010,82.14946595714653,1,4.723953273065852,True
CPT-KAS-14,2010,88.10221242122857,1,3.4584069098228456,True
CPT-KAS-16,2010,63.708611012694114,0,6.777446655453243,True
CPT-KAS-18,2010,74.08596139361605,0,9.202000220757048,True
CPT-KAS-19,2010,62.51940350027071,0,7.95979720616497,True
CPT-KAS-22,2010,73.11251657022564,1,7.770872287192213,True
CPT-KAS-23,2010,68.73568731344588,0,8.325289565411818,True
CPT-KAS-25,2010,228.8547341649407,0,0.1781042399284668,True
CPT-KAS-29,2010,65.38319407376996,0,9.247131949797607,False
CPT-KAS-31,2010,89.92364269430442,1,3.064337639415026,True
CPT-KAS-34,2010,75.30410312784308,1,10.728219302591434,True
CPT-KAS-35,2010,90.0497271396164,0,0.2102516247620711,True
CPT-KAS-36,2010,87.29614298013712,0,0.8033685120943177,True
CPT-KAS-37,2010,189.0356196310392,0,0.6035522647164012,True
CPT-KAS-38,2010,68.1453430957132,0,2.3510181814004283,True
CPT-KAS-41,2010,64.85781315872447,0,10.674122546233178,True
CPT-KAS-43,2010,83.37561760442594,1,5.405502119449672,True
CPT-KAS-46,2010,79.62283368557087,0,4.426227809454082,True
CPT-KAS-47,2010,54.39496324035885,1,14.820291021003197,True
CPT-KAS-48,2010,54.07177742568852,1,13.737893779565866,False
CPT-KAS-50,2010,61.8857234673309,1,10.236573248003944,True
CPT-KAS-51,2010,65.91349438096324,1,10.069416638699185,True
CPT-KAS-52,2010,67.55843236171984,1,8.933710473722837,True
CPT-KAS-53,2010,66.06941158321202,0,2.6437399815633094,True
CPT-KAS-54,2010,104.44451023932888,0,3.220269120219799,True
CPT-KAS-55,2010,71.07340027555534,0,2.366873054030664,True
CPT-KGA-01,2010,90.3429062266332,0,4.081607235504279,True
