coord,sounding,n_posts,n_pts,pre_qc1N,slope_dqc1N_per_month,p
"1573171.14,5181557.65",CPT-AVS-16,2,362,128.48038477132508,191.68143487791568,2.500463783205425e-31
"1573678.78,5183942.60",CPT-BUR-18,3,724,73.55130226098922,3.6013043451620748,3.8296301167344034e-05
"1573681.08,5183528.51",CPT-BUR-22,4,536,62.287810309704724,2.4502504773021294,3.349852197371526e-58
"1573725.52,5181312.16",CPT-DAL-09,2,362,73.64661879073584,16.57769869145981,0.09762558327836167
"1574310.74,5183287.96",CPT-BUR-26,3,543,15.64,0.5499789054991637,0.6475486579112044
"1579212.13,5178865.59",CPT-SSH-09,4,905,87.71905861625386,1.1660242868022166,4.978384828039406e-08
