oid,year,E,N,LSN_S,LSN_F,pgaF,mS,mF
CPT-SNB-07,2011,1578042.02,5180922.9,4.879139876710534,16.510475532058788,125.1,0,0
CPT-SNB-08,2011,1577963.31,5181214.71,5.214408191161848,21.390587878388047,125.1,0,0
CPT-SPE-08,2010,1575204.27,5191263.01,10.87559449442713,14.77783907294436,32.63,0,1
CPT-SPE-14,2010,1575279.61,5191337.34,8.06490151052975,11.283245933969784,32.63,0,1
CPT-SPE-15,2010,1575553.79,5191384.08,5.923267238430026,8.636226736840733,34.01,1,1
CPT-SPN-06,2011,1568630.92,5177744.96,14.571913259596524,15.852927248186521,53.239999999999995,0,0
CPT-SPN-08,2011,1569327.82,5177889.82,15.89790882439811,20.47683614893603,56.37,0,0
CPT-SPN-11,2011,1569539.25,5177700.01,16.316704358514233,17.747389896129317,62.83,0,0
CPT-SPN-15,2011,1569636.95,5177446.72,18.668233193190616,21.275330750500245,70.33,0,0
CPT-SPN-16,2011,1568533.86,5177103.93,5.976159304811369,8.836528677363185,54.27000000000001,0,0
CPT-SPN-17,2011,1569030.57,5177130.56,13.970037672813378,17.270812328627695,60.46,0,0
CPT-SPN-21,2011,1568817.55,5176732.79,7.485059030485372,12.32311048724013,60.46,0,0
CPT-SPN-25,2011,1569810.76,5176342.86,4.123113722120095,8.976981442226155,75.49,0,1
CPT-SPN-31,2011,1569073.6,5175423.06,16.631144657207265,17.72146691442199,65.68,0,0
CPT-SPN-32,2011,1569246.08,5175837.36,6.378541736136661,10.64112884799336,65.35,0,0
CPT-SSH-03,2010,1579690.17,5177406.34,3.596287437206657,18.85247296986355,106.80000000000001,1,0
CPT-SSH-04,2010,1579793.84,5177426.62,6.871463878299248,25.014190730588965,106.80000000000001,0,0
CPT-SSH-05,2010,1579719.27,5177761.79,6.893327653897301,20.100286894363457,100.70000000000002,0,0
CPT-SSH-06,2010,1579731.66,5177889.54,3.4314609870897805,21.805606318618896,100.70000000000002,0,0
CPT-SSH-07,2010,1579488.62,5178164.32,7.288219731744903,26.47456579774449,100.70000000000002,0,0
CPT-SSH-08,2010,1579343.52,5178507.52,4.53268942713375,18.27471401389696,116.8,0,0
CPT-STA-01,2010,1571698.5,5182102.57,6.935686164697905,14.797799770581282,59.12,0,0
CPT-STA-02,2010,1571401.05,5181995.76,6.563292687316183,14.553190956430832,59.12,0,0
CPT-STA-06,2010,1571130.95,5181725.2,1.9543003347936627,4.24800931925585,55.42,0,1
CPT-STA-08,2010,1571253.37,5182332.81,7.2287280453199605,8.046276530631506,48.95,0,0
CPT-STA-10,2010,1570993.5,5181548.64,3.8520366321947668,7.124287591198234,55.42,0,0
CPT-STA-13,2010,1570459.24,5182788.65,4.07457021263269,8.878528831482207,45.19,0,1
CPT-STA-14,2011,1569121.18,5183137.9,12.049507314887588,14.117781472521017,34.14,0,0
CPT-STA-15,2011,1569336.43,5183210.69,10.087240832863973,11.318916358927893,34.14,0,0
CPT-STA-17,2011,1569182.64,5182834.9,3.1588850837029905,4.991428567719545,38.2,0,0
CPT-STA-18,2011,1569489.23,5182986.57,8.68818342039522,14.356786571584287,41.71,0,0
CPT-STA-20,2011,1569589.22,5182784.0,7.37476578977431,12.06266766729194,41.71,0,0
CPT-STA-24,2011,1569913.29,5182979.6,8.640024853857028,14.266055706978303,41.71,0,0
CPT-STA-32,2011,1570027.63,5182521.24,1.7535709557082544,3.575939570600778,45.19,0,0
CPT-STA-37,2011,1570017.2,5181985.97,5.58568896589826,12.201945521598464,46.79,0,0
CPT-STA-42,2011,1569733.15,5183541.93,3.151523635342139,4.5721516278696885,36.82,0,1
CPT-STA-45,2011,1570217.91,5182860.35,9.592643040216906,15.953310503571224,45.19,0,0
CPT-STA-48,2011,1570942.62,5183057.23,6.313026280796782,11.462650583947303,48.95,0,0
CPT-STA-57,2011,1571800.51,5183266.22,6.010812776765768,10.98544176015601,45.73,0,1
CPT-STA-61,2011,1571822.04,5182379.93,10.175098656024232,18.839037804768758,52.2,0,0
CPT-STA-63,2011,1571255.15,5182342.83,3.8366306819447993,5.80907254391035,48.95,0,0
CPT-STA-67,2011,1571096.16,5182099.12,8.131942456087678,14.35817574791098,55.42,0,0
CPT-STA-68,2011,1571520.81,5182100.47,10.585815163352073,15.446312634240133,59.12,0,0
CPT-STA-69,2011,1571660.0,5182254.05,10.412327043419495,19.302955284119,52.2,0,0
CPT-STA-72,2011,1571637.49,5181944.95,11.414833259633676,16.812766945232724,59.12,0,0
CPT-STA-74,2011,1571640.84,5181614.83,10.180278408710086,21.774440161755614,59.12,0,0
CPT-STA-77,2011,1570869.68,5181309.71,9.945654232297162,13.579045981861318,55.42,0,0
CPT-STM-03,2011,1571757.68,5176643.21,0.23164599241690537,0.7242532112619318,101.4,0,1
CPT-STM-04,2011,1571575.33,5176879.98,4.436839195877755,9.02405832303057,100.2,0,0
CPT-STM-06,2011,1571793.93,5176913.92,4.29995286776516,9.964145332642243,100.2,0,0
CPT-STM-08,2011,1571664.97,5177048.99,1.861439715986764,6.185838596708132,100.2,0,0
CPT-STM-10,2011,1571729.38,5177341.98,3.103595901812696,10.824296689245475,100.2,0,0
CPT-STM-18,2011,1572396.28,5177447.17,4.714279419201393,15.345362043416454,109.5,0,0
CPT-STM-19,2011,1572239.68,5177171.36,3.2742182736430316,10.374932523229893,109.5,0,0
CPT-STM-21,2011,1572364.39,5177215.06,1.6120257530159714,8.569956983615663,109.5,0,0
CPT-STM-23,2011,1572299.01,5177041.49,3.6646267822588423,7.803563963223477,109.5,0,1
CPT-STM-26,2011,1572013.41,5176944.52,7.9051818575775075,14.47454267226106,100.2,0,0
CPT-STM-27,2011,1571824.54,5177200.25,6.945540166915126,14.42194087791499,100.2,0,0
CPT-SYD-03,2011,1571509.66,5178218.73,6.035628320690346,12.955618814848938,78.72,0,0
CPT-SYD-09,2011,1570956.83,5177477.98,14.794091752933182,21.0095027793713,81.79,0,0
CPT-SYD-10,2011,1570800.26,5177384.95,12.213576602116046,18.561697084035202,81.79,0,0
CPT-SYD-13,2011,1571337.9,5177173.55,4.443375704266734,10.361584589912113,81.79,0,0
CPT-SYD-14,2011,1571297.36,5177515.17,6.142310865750109,16.54012061223633,81.79,0,1
CPT-VRN-03,2011,1572770.0,5176240.0,3.624866073533667,7.789239990008196,111.9,0,0
CPT-VRN-04,2011,1572725.0,5175980.0,1.2373545598451967,3.1953615102355233,108.0,0,0
CPT-VRN-06,2011,1572695.0,5176400.0,4.18738286373285,12.010651644569059,108.0,0,0
CPT-VRN-07,2011,1572785.0,5176390.0,1.6303210797339358,5.768458691057566,111.9,0,0
CPT-VRN-09,2011,1572780.0,5176230.0,2.378553691711176,6.554684173644713,111.9,0,0
CPT-VRN-10,2011,1572730.0,5176365.0,2.2063288616195216,5.326992305324806,108.0,0,0
CPT-VRN-17,2011,1572695.0,5176130.0,0.7541732755134146,2.6975855847265406,108.0,0,0
CPT-WAI-05,2010,1576119.45,5183470.24,2.449128763084916,9.081059006689198,74.33,0,0
CPT-WAI-06,2010,1574013.57,5181311.39,2.3429080627109413,7.457014770357789,73.3,0,0
CPT-WAI-10,2010,1574232.54,5181638.12,7.496965950984756,18.304644237556737,82.14,0,0
CPT-WAI-12,2010,1574366.24,5182039.67,12.301817051062608,22.76940832659712,82.14,0,0
CPT-WAI-14,2010,1574397.94,5182176.09,10.34762873035244,21.499496443181446,82.14,0,0
CPT-WAI-15,2010,1574428.8,5182289.35,6.659579026306238,19.014781579188888,68.54,0,0
CPT-WAI-16,2010,1574418.14,5182474.4,8.08717075822729,18.921670436077825,68.54,0,0
CPT-WAI-17,2010,1574680.57,5181748.48,4.690803307520498,14.37386461247925,82.14,0,0
CPT-WAI-18,2010,1573833.99,5181516.69,8.79975828819281,14.275150962327888,73.3,0,0
CPT-WAI-20,2010,1573868.13,5181592.79,8.725762763751291,20.44940829614402,73.3,0,0
CPT-WAI-24,2010,1574382.68,5182120.77,12.879145521312187,21.800997472276475,82.14,0,0
CPT-WAI-27,2010,1574433.46,5182346.09,13.283925484374866,22.44943772113639,68.54,0,0
CPT-WAI-28,2010,1574433.17,5182418.8,10.952036947446743,22.929026990567465,68.54,0,0
CPT-WAI-32,2011,1574674.1,5182299.67,4.713667217394546,13.937531942380764,68.54,0,0
CPT-WAI-36,2011,1574687.25,5181998.81,8.076362251255157,22.35722378490401,82.14,0,0
CPT-WAI-37,2011,1574771.07,5181909.21,6.612910223055411,21.385899317375518,88.68,0,0
CPT-WAI-38,2011,1574752.85,5181856.86,8.47949568238522,24.30169636482787,88.68,0,0
CPT-WAI-40,2011,1574782.37,5181708.87,4.091200867602869,13.660329784891434,88.68,0,0
CPT-WAI-41,2011,1574866.52,5182045.18,5.6110887943751235,17.486908093400345,88.68,0,0
CPT-WAI-42,2011,1574943.83,5182276.08,4.966504232864368,16.212429508977557,76.29,0,1
CPT-WAI-44,2011,1575655.13,5182654.7,6.085100232495232,17.022291070723874,81.11,0,0
CPT-WAI-45,2011,1575773.27,5182497.38,2.6500362232832755,14.05988652206381,81.11,0,0
CPT-WAI-47,2011,1575782.34,5182326.4,1.956386472615971,9.736825845578874,81.11,0,1
CPT-WAI-59,2011,1574927.73,5181718.36,4.302246887112197,14.522146686395722,88.68,0,0
CPT-WAI-62,2011,1575303.19,5181596.1,4.295879062963026,13.679008059304781,88.68,0,0
CPT-WAI-63,2011,1575605.47,5181503.27,6.010623078046191,16.897528780283764,87.14,0,0
CPT-WAI-66,2011,1575237.67,5182035.47,3.086717867571271,13.626689060111891,88.68,0,1
CPT-WAI-67,2011,1575444.22,5182203.08,6.115569414577051,17.911846412636997,87.14,0,0
CPT-WAI-69,2011,1575695.38,5181930.14,5.8241114305286805,19.68431005265676,87.14,0,0
CPT-WAI-70,2011,1575923.3,5181694.17,1.6543648297251428,9.30218769761695,87.14,0,1
CPT-WAI-71,2011,1576287.76,5181971.97,4.986492314822665,17.5669099774255,93.63,0,0
CPT-WAI-72,2011,1576003.96,5181922.33,2.6928046822968366,15.748634491851435,87.14,0,1
CPT-WAI-73,2011,1575942.2,5182350.96,2.66723204781103,11.061413496610964,81.11,0,0
CPT-WAI-74,2011,1575755.18,5182121.96,5.879207454278375,17.283224373200685,87.14,0,0
CPT-WAI-75,2011,1574878.99,5181498.64,5.388209563032117,15.538880326975766,88.68,0,0
CPT-WAI-76,2011,1575179.18,5181277.79,3.274540652650919,13.631582408617303,93.95,0,0
CPT-WAI-78,2011,1574706.5,5181377.4,5.1635363114633375,16.716992317443633,82.14,0,0
CPT-WAI-81,2011,1574661.08,5181012.96,4.440261451873963,17.154029199915502,97.21,0,0
CPT-WAI-82,2011,1574440.48,5181193.44,4.904922076770337,14.818066276736236,97.21,0,0
CPT-WAI-84,2011,1574266.73,5181105.15,5.344727318149385,19.811549243345887,97.21,0,0
CPT-WAI-86,2011,1575267.16,5181348.67,5.5249383470422915,17.39308956235619,88.68,0,0
CPT-WKK-02,2010,1563854.0,5175078.0,5.32540476424599,4.635451794850723,31.540000000000003,0,1
CPT-WQP-01,2011,1576708.45,5185272.06,6.590085105995887,16.017395424400732,58.74,0,1
CPT-WQP-02,2011,1576762.17,5185417.91,5.305162855616258,14.303242118694728,63.09,0,1
CPT-WQP-03,2011,1576696.36,5185659.11,4.813158637820743,13.906147912393912,58.74,0,1
CPT-WQP-04,2011,1576624.78,5185962.96,6.157986008122355,15.466887311377086,54.96,0,1
CPT-WQP-05,2011,1576484.29,5186362.19,12.026482731358232,23.088681673898527,54.96,0,1
CPT-WQP-06,2011,1576432.34,5186170.12,5.633714793556879,15.451931710674192,54.96,0,0
CPT-WQP-07,2011,1576381.97,5185958.44,6.7256474712299354,17.198718957050083,54.96,0,0
CPT-WQP-09,2011,1576555.86,5185448.79,5.162147272773874,14.995916246364171,58.74,0,0
CPT-WQP-11,2011,1576414.22,5185147.52,4.255280362770136,10.96350043652814,58.74,0,0
CPT-WQP-12,2011,1576153.9,5185472.77,7.660407272410007,15.721826663491552,58.74,0,0
CPT-WQP-13,2011,1576326.47,5185583.96,7.165353194782018,18.466504396747602,58.74,0,0
CPT-WQP-14,2011,1576139.72,5185792.56,4.736438863768611,12.86356337109633,58.74,0,0
CPT-WQP-16,2011,1576051.17,5186121.48,5.573725944599281,12.083296292254285,52.39,0,0
CPT-WQP-18,2011,1576341.31,5186339.03,7.7365784858922275,19.04756809593698,54.96,0,0
CPT-WQP-20,2011,1576197.25,5186469.69,12.58481808642894,17.8483903990694,54.96,0,0
CPT-WQP-22,2011,1575935.72,5186225.99,7.9363292712474856,16.212252625987233,52.39,0,0
CPT-WQP-23,2011,1576223.88,5186155.34,8.036192638287964,19.933513416155723,54.96,0,0
CPT-WSW-01,2011,1572803.39,5178016.39,6.737774649632592,15.074925052747831,96.65,0,1
CPT-WSW-03,2011,1572922.16,5178452.26,13.78794710643094,19.69454142218461,96.65,0,0
CPT-WSW-04,2011,1573100.3,5178695.57,10.498501260749046,25.014500533390198,89.02,0,0
CPT-WSW-05,2011,1572889.7,5178044.92,13.250303329171938,19.397481752238832,96.65,0,0
CPT-WSW-06,2011,1573142.13,5178245.79,10.761918108093106,18.5660943055187,96.65,0,0
CPT-WSW-09,2011,1573233.03,5178097.25,8.549148340673122,18.76563164034298,96.65,0,0
CPT-WSW-10,2011,1573410.79,5178268.33,10.537129876671724,20.149063044307212,96.65,0,0
CPT-WSW-11,2011,1573428.01,5178485.85,13.06949320894156,26.17127895613488,105.69999999999999,0,0
CPT-WSW-12,2011,1573190.68,5177777.08,7.8492674261940225,14.573231439252496,96.65,0,0
CPT-WSW-20,2011,1573258.17,5177730.29,6.065488095970208,15.321684887072362,96.65,0,0
CPT-WSW-22,2011,1573947.91,5178362.17,13.229727476746495,16.147941487444722,105.69999999999999,0,0
CPT-WSW-25,2011,1574601.15,5179005.55,2.0714701656799646,10.078498954104173,97.79,0,0
CPT-WSW-33,2011,1574193.36,5176996.32,6.968630358805717,12.577524310973901,124.29999999999998,0,0
CPT-WSW-34,2011,1574145.67,5177977.56,5.553008277162254,16.06398935387944,105.2,0,0
CPT-WSW-37,2011,1574181.09,5177783.73,8.308369592269479,22.46892828733516,105.2,0,1
CPT-WSW-38,2011,1574693.67,5177453.99,7.087253301841771,24.391474851124407,124.29999999999998,0,1
CPT-WSW-39,2011,1574788.24,5177442.24,6.603937305483317,23.393150249525913,112.79999999999998,0,0
CPT-WSW-40,2011,1574544.69,5177661.75,5.201525995548072,18.36542973711246,105.2,0,0
CPT-WSW-41,2011,1574843.58,5177516.54,8.04920939365934,17.833727389230333,112.79999999999998,0,0
CPT-WSW-44,2011,1574551.16,5177976.65,7.899014281143416,21.32292130447916,105.2,0,0
CPT-WSW-46,2011,1575037.63,5178076.75,12.483671612800228,26.1467871970733,96.84,0,0
CPT-WSW-48,2011,1575205.7,5177780.53,5.891119156010628,17.561162009533977,96.84,0,1
CPT-WSW-49,2011,1575586.97,5177798.63,6.705116880832836,21.425244329408155,113.99999999999999,0,1
CPT-WSW-50,2011,1575611.08,5177990.62,6.520774913051048,22.177466889078694,113.99999999999999,0,0
CPT-WSW-56,2011,1575539.81,5178349.6,5.188868037580918,15.379042248900584,113.99999999999999,0,0
CPT-WTH-01,2010,1571633.18,5177589.09,3.522474293636388,10.74179905950806,78.72,0,0
CPT-WTM-02,2011,1572270.31,5179133.2,9.154002692354343,18.055934444846578,83.65,0,0
CPT-WTM-07,2011,1572894.71,5178851.95,9.723235367963728,17.62565011102452,89.02,0,0
CPT-WTM-08,2011,1572182.57,5178528.14,5.559373643495587,9.285068280488758,83.65,0,0
CPT-WTM-11,2011,1572689.33,5178495.25,14.39535621416824,17.56926099752972,89.04,0,0
CPT-WTM-19,2011,1571979.59,5178186.64,4.742264412792018,12.132643343092356,78.72,0,1
CPT-WTM-21,2011,1571725.29,5178024.74,4.031141511841818,11.132515753748143,78.72,0,0
CPT01,2015,1572665.86,5178813.76,7.127242564272655,15.90675537056526,83.65,0,0
CPT02,2015,1571925.06,5181765.59,3.751522390285607,10.028095397723703,59.12,0,1
CPT03,2015,1571637.23,5179738.37,3.2465479960567043,9.88567675176245,73.45,0,1
CPT05,2016,1571042.46,5180061.22,1.651157687451971,5.137593050376304,67.94,0,0
FND-POD01-CPT10,2013,1567992.54,5181616.53,3.6759842786726917,5.3052519569962895,36.71,0,0
FND-POD06-CPT11,2013,1567354.06,5181533.39,6.105596571903442,10.730412160593527,36.71,0,1
FND-POD06-CPTB002,2012,1567638.11,5181619.76,4.490563670213259,6.850332796161627,36.71,0,1
FND-POD07-CPT12,2012,1567672.84,5181669.13,3.4731395368427123,5.401117960257322,36.71,0,1
FND-POD15-CPT02,2012,1568850.01,5181067.29,3.981381692298435,8.781345988843572,44.14,0,1
HAL-POD01-CPT009,2012,1564219.59,5174717.91,13.257645486483606,13.065440835416235,33.64,1,0
HAR-TC201-CPT002,2013,1566532.22,5185948.91,5.779780014614653,4.247146004543961,23.08,0,0
HNH-POD03-CPT013,2013,1567989.42,5176941.32,3.0806784133917433,6.56125593284216,49.93,0,0
HNH-POD04-CPT001,2012,1568035.43,5176910.49,4.478635308363648,9.32831947375241,54.27000000000001,0,1
HNH-POD04-CPT003,2012,1568326.51,5176665.58,2.3698385767317367,5.5508729206874445,54.27000000000001,0,1
HNH-POD05-CPT008,2013,1568214.86,5176709.6,1.78105987809379,3.7769761812667775,54.27000000000001,0,1
ILA-POD01-CPT020,2013,1567149.75,5181895.21,5.252867964736625,7.511769688920328,34.62,0,0
KAI-POD01-CPT006,2012,1573531.86,5196657.67,5.7271854462951355,4.222464839348011,22.14,0,1
KAI-POD01-CPT009,2012,1573471.83,5196774.46,2.9224752364217346,1.9192983706286666,22.14,0,0
KAI-POD02-CPT002,2012,1572964.69,5196961.9,10.062620237647776,6.45866600485804,21.67,0,0
KAI-POD02-CPT013,2012,1572937.37,5196865.49,6.322007432410487,4.885683392774722,21.67,1,0
KAI-POD03-CPT009,2012,1572739.64,5196910.91,9.778564861349627,7.079499075797699,21.67,0,0
KAI-POD03-CPTB002,2012,1572737.05,5196836.89,14.930675854859548,9.929439241372817,21.67,1,0
KAI-POD04-CPT001,2012,1571489.46,5196989.62,1.983532753374753,1.1695105624712974,20.65,0,0
LWD-POD02-CPT006,2012,1573466.22,5178827.64,10.244762592109973,19.44104034683542,91.49,0,1
LWD-POD03-CPTB001,2012,1573839.0,5180585.28,1.588580145190031,7.326768771974466,83.17,0,0
MER-POD06-CPT006,2012,1569288.35,5181808.59,4.151767419437769,8.342806076726955,42.12,0,1
MER-POD06-CPTB002,2012,1569243.24,5181760.13,2.634794096662046,5.471672325194149,42.12,0,0
MER-POD07-CPT007,2013,1569606.06,5181946.7,5.007948950764075,9.983948074196174,46.79,0,1
MER-POD07-CPT012,2013,1569725.2,5181929.53,3.2862263499033864,6.932339242403638,46.79,0,1
MER-POD07-CPT013,2013,1569644.48,5181884.2,3.39866109667038,7.620416803392995,46.79,0,0
MER-POD10-CPT010,2013,1569498.75,5182553.85,1.7447773417495185,3.049042865318185,41.71,0,1
NBR-POD02-CPT06,2012,1575333.96,5177718.12,1.2638805286266022,8.065469472620968,96.84,0,1
NNB-POD02-CPT83,2012,1577015.49,5184548.11,1.2665572757180996,4.773117574523619,69.34,0,1
NNB-POD03-CPT28,2012,1576842.56,5184344.19,2.595000551963155,7.9060628610745365,69.34,0,0
NNB-POD03-CPT53,2012,1577057.98,5183924.36,1.2138676793731182,6.705346172066336,75.33,0,0
NNB-POD04-CPT02,2012,1576667.13,5184418.15,2.8296901033043733,9.923248545435793,67.25,0,1
NNB-POD04-CPT07,2012,1576666.13,5184400.66,4.291528176800849,12.820332438732214,67.25,0,1
NNB-POD05-CPT04,2012,1576479.88,5184155.37,3.0005656232524265,10.80845103770105,67.25,0,1
NNB-POD05-CPT13,2012,1576493.43,5183853.5,5.716357146508421,19.6406876222905,74.33,0,1
NNB-POD05-CPT18,2012,1576545.38,5184032.98,5.562342164815674,18.81597587649576,74.33,0,1
NNB-POD06-CPT49,2012,1577021.0,5183939.85,3.075237793694444,11.903513911855455,75.33,0,1
NNB-POD07-CPT37,2012,1576456.23,5183558.49,5.191178935569459,18.618031390185724,74.33,0,0
NNB-POD07-CPT63,2012,1576452.48,5183627.96,5.347787426030111,22.85590580423868,74.33,0,0
NNB-POD08-CPT14,2012,1576597.08,5183522.19,3.6174500284604836,14.362837636956842,74.33,0,1
NNB-POD08-CPT26,2012,1576587.25,5183714.35,3.947583227409101,12.984531542157322,74.33,0,0
NNB-POD08-CPT638,2012,1576718.5,5183750.06,3.4495200688835768,13.189805986498012,74.33,0,1
NNB-POD08-CPT65,2012,1576559.44,5183448.54,6.076580525088129,19.251117865149048,74.33,0,0
NNB-POD08-CPT666,2012,1576743.58,5183620.12,3.953751493467836,13.9487785542777,74.33,0,1
NNB-POD08-CPT712,2012,1576586.05,5183587.26,4.399072639541223,13.706977863232956,74.33,0,1
NNB-POD09-CPT119,2012,1577041.24,5183627.97,4.630115718787157,16.202258684716107,75.33,0,0
NNB-POD09-CPT24,2012,1577046.28,5183580.73,3.502851290653207,16.70112049499828,75.33,0,1
NNB-POD09-CPT62,2012,1577040.51,5183612.0,4.8571364267124615,17.912915569706193,75.33,0,0
NNB-POD09-CPT657,2012,1577045.07,5183504.04,1.8285255963980556,8.6201722587267,75.33,0,1
NNB-POD09-CPT669,2013,1575296.11,5181312.33,3.791143493045081,15.793956769127307,88.68,0,1
NNB-POD09-CPT691,2012,1576994.24,5183615.07,2.8555599617513985,13.191861507225745,75.33,0,1
NNB-POD09-CPT696,2012,1577080.1,5183584.37,0.4651542773141509,3.5500748711032317,75.33,0,1
NNB-POD09-CPT70,2012,1577019.5,5183579.49,4.387841177844775,17.453274428104564,75.33,0,1
NNB-POD09-CPT817,2012,1577117.13,5183215.52,4.9772269798184885,14.137756202422329,75.33,0,1
NNB-POD11-CPT16,2012,1576617.9,5185042.64,2.607013647367727,7.077722647048471,58.74,0,1
NNB-POD12-CPT101,2012,1576863.5,5185054.03,0.9375919333450898,3.985395229453939,63.09,0,1
NNB-POD12-CPT109,2012,1576959.78,5184857.12,1.7971906673661437,8.146475422983636,69.34,0,1
PAP-POD01-CPT002,2012,1569143.62,5182979.78,7.248703074312514,13.519411681537616,38.2,0,1
PAP-POD06-CPT014,2013,1569371.95,5183510.62,4.2130248382676285,5.961257132581152,36.82,0,0
PAP-POD06-CPTB01,2012,1569628.05,5183336.16,3.4775291351357693,5.013313085472963,36.82,0,0
PAP-POD06-CPTB02,2012,1569483.9,5183388.75,3.4624071959169456,4.507604185516241,36.82,0,0
PAP-TC201-CPT024,2013,1569028.99,5183358.89,6.624710109591476,8.469948256131879,34.14,0,0
PRK-POD01-CPT30,2012,1574869.81,5186176.62,1.3448842535896437,3.333229797326734,51.03,0,1
PRK-POD02-CPT25,2012,1575226.11,5185768.7,4.801900997212211,11.143429321902461,54.69,0,1
PRK-POD03-CPT20,2012,1575468.94,5185882.55,6.71180880208999,16.238975680537877,56.10000000000001,0,1
RCH-POD01-CPT13,2012,1572010.23,5180982.74,3.002018833148019,7.846581940812717,67.03,0,1
RCH-POD03-CPT31,2012,1571951.74,5181968.87,8.563958992393614,13.644137077735168,59.12,0,1
RCH-POD03-CPT93,2012,1571997.75,5181564.02,4.82494072790803,10.255298781818453,59.12,0,1
RCH-POD05-CPT63,2012,1572107.2,5182328.83,11.290328022596487,19.210552298934253,54.7,0,1
RCH-POD06-CPT23,2012,1571945.41,5182606.47,11.298346607299436,22.289960861062312,52.2,0,1
RCH-POD06-CPT67,2012,1572288.53,5182592.59,4.094452888187075,8.946263552159827,54.7,0,1
SHY-POD01-CPT44,2012,1572546.88,5182811.66,0.15372710430407477,0.6152758441282395,54.7,0,0
SHY-POD03-CPT204,2013,1572217.17,5182949.91,3.515322961918007,8.145602159363841,54.7,0,1
SHY-TC201-CPT014,2013,1572883.46,5183100.37,0.3132386042045057,1.2580045953735481,60.67,0,1
SPE-POD01-CPT036,2012,1575136.53,5192914.16,6.872272460406068,7.411921160614991,28.689999999999998,1,1
SPN-POD04-CPT006,2012,1569653.36,5176541.69,7.540105202320684,13.780081689864499,75.49,0,1
STA-POD02-CPT01,2012,1570097.56,5183502.14,6.751395649675038,7.355301225411091,39.83,0,1
STA-POD02-CPT03,2012,1569808.5,5183459.39,6.616953825130402,10.782993162263224,36.82,0,0
STA-POD02-CPTB002,2012,1570083.86,5183421.0,6.641642929580078,6.853123351125914,39.83,0,0
STA-POD03-CPT03,2012,1569643.85,5182981.46,10.521492458306213,15.350359239863932,41.71,0,1
STA-POD04-CPT01,2012,1569759.58,5182801.61,7.890809162113096,14.098094723816704,41.71,0,1
STA-POD04-CPT04,2013,1569683.15,5182810.99,8.623034957974436,13.881892934295093,41.71,0,1
STA-POD06-CPT03,2012,1569957.6,5182693.97,6.06555843159631,11.792680005756631,41.71,0,1
STA-POD06-CPT05,2012,1569970.46,5182730.48,7.8593522172748855,15.863330658350952,41.71,0,1
STA-POD09-CPT07,2012,1570963.01,5182783.81,2.845741426797641,6.143413683919874,48.95,0,1
STA-POD09-CPT28,2012,1570643.26,5182901.73,3.4030584336635945,7.32588085424633,45.19,0,0
STA-POD12-CPT02,2012,1569288.35,5181808.59,2.494100392944706,3.8943485170580114,42.12,0,1
STA-POD17-CPT07,2012,1571048.97,5181605.02,5.2741555566017215,5.761098977270907,55.42,0,1
STA-POD17-CPT21,2012,1570856.71,5181834.78,9.720821052800574,12.323413790636888,55.42,0,1
STM-POD01-CPT009,2012,1572468.21,5177974.64,3.09253609931051,8.458024881183503,89.04,0,1
STM-POD01-CPT017,2013,1572309.54,5177852.12,0.8135398694883045,3.8338269474647166,89.04,0,1
STM-POD03-CPT023,2013,1572645.38,5177118.61,2.5355096269731088,6.170286664190082,109.5,0,0
STM-POD04-CPT003,2012,1572300.34,5177110.55,6.494927791040967,17.26023546765554,109.5,0,1
STM-POD04-CPT007,2012,1572128.9,5177079.5,5.6086619452570625,10.965668584392755,109.5,0,1
STM-POD04-CPTB019,2012,1572169.84,5176954.14,7.804403510307907,15.25349250710677,109.5,0,0
STM-POD04-CPTB020,2012,1572440.94,5177359.91,7.289092452895205,19.251455307941868,109.5,0,1
STR-POD05-CPT005,2012,1568867.37,5183032.32,6.272064764734374,10.79782761987741,38.2,0,1
SYD-POD01-CPT003,2012,1571323.13,5178047.27,5.791597210328327,14.608706369480243,73.94,0,1
SYD-POD01-CPT014,2013,1571023.15,5178129.39,8.66600184358637,14.215416468623385,73.94,0,0
WAI-POD01-CPT09,2012,1574637.37,5182405.91,2.896495296229861,8.853559281595944,68.54,0,1
WAI-POD03-CPT07,2012,1574823.58,5182330.18,3.996605650921009,12.900860944434895,76.29,0,1
WAI-POD04-CPT03,2012,1575052.04,5182501.76,6.622360930660006,15.928842900013837,76.29,0,1
WAI-POD09-CPT03,2012,1574956.66,5181631.73,4.169825488830667,12.4889628889307,88.68,0,1
WAI-POD14-CPT012,2012,1574631.05,5181111.74,2.565857165057358,8.44960971767798,97.21,0,0
WAI-POD15-CPT01,2012,1574866.55,5181115.83,3.3975474313757426,12.668372999723617,93.95,0,1
WQP-POD15-CPT209,2012,1576539.94,5185135.44,2.984419543253291,8.370874430316235,58.74,0,1
WQP-POD15-CPT47,2012,1576414.48,5185572.53,2.528590912596614,8.078352475147463,58.74,0,1
WST-POD03-CPTB04,2012,1575254.36,5178129.1,7.035531990169083,22.034597789389384,96.84,0,0
WST-POD06-CPT002,2012,1574729.45,5178347.85,10.689392141629707,21.1747191297768,105.2,0,1
WST-POD06-CPT003,2012,1574845.82,5178458.67,7.676289538199896,16.2288117916765,96.84,0,1
WST-POD06-CPTB003,2012,1574857.26,5178272.8,9.497335137082795,18.413365124415137,96.84,0,0
